Link,Địa chỉ,Giá tổng,Giá/m²,Giấy tờ pháp lý,Loại hình đất,Chiều ngang,Chiều dài,Diện tích đất,Hướng cửa chính
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120247565.htm,"Đường Việt Hùng, Xã Việt Hùng, Huyện Đông Anh, Hà Nội","4,7 tỷ","69,12 triệu/m²",Đã có sổ,Đất thổ cư,5 m,15 m,68 m²,
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120646759.htm,"10, Vũ Trọng Phụng, Phường Thạch Bàn, Quận Long Biên, Hà Nội","7,2 tỷ","130,91 triệu/m²",Đã có sổ,Đất thổ cư,4 m,13.8 m,55 m²,
https://www.nhatot.com/mua-ban-dat-quan-hai-ba-trung-ha-noi/119870502.htm,"Phố Nguyễn Công Trứ, Phường Đồng Nhân, Quận Hai Bà Trưng, Hà Nội","4,78 tỷ","191,20 triệu/m²",Đã có sổ,Đất thổ cư,,,25 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120646566.htm,"thôn Nhì, Xã Vân Nội, Huyện Đông Anh, Hà Nội","6,38 tỷ","63,80 triệu/m²",Đã có sổ,Đất thổ cư,,,100 m²,
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120568112.htm,Đường Hồ Tùng Mậu,"6,4 tỷ","172,97 triệu/m²",Đã có sổ,Đất thổ cư,,,37 m²,
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120645510.htm,"Đình Thôn, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội","21,5 tỷ",215 triệu/m²,Đã có sổ,Đất thổ cư,12 m,,100 m²,
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/120645198.htm,"Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội","5,45 tỷ","170,31 triệu/m²",Đã có sổ,Đất thổ cư,,,32 m²,
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120645108.htm,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","8,1 tỷ",135 triệu/m²,Đã có sổ,Đất thổ cư,,,60 m²,Nam
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120146018.htm,"Đường Quang Trung, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","9,8 tỷ",196 triệu/m²,Đã có sổ,Đất nền dự án,5 m,10 m,50 m²,Tây Nam
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120644787.htm,"Phố Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội","5,8 tỷ",145 triệu/m²,Đã có sổ,Đất thổ cư,,,40 m²,
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120644699.htm,"Phố Lưu Hữu Phước, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","4,5 tỷ","83,33 triệu/m²",Đã có sổ,Đất thổ cư,,,54 m²,
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120644551.htm,"Đường Nguyễn Sơn, Phường Ngọc Lâm, Quận Long Biên, Thành phố Hà Nội, 11008, Việt Nam, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",90 tỷ,"7,50 triệu/m²",Đã có sổ,Đất nền dự án,100 m,120 m,12000 m²,
https://www.nhatot.com/mua-ban-dat-quan-hai-ba-trung-ha-noi/119140421.htm,"Phố Lê Quý Đôn, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội",265 tỷ,"661,67 triệu/m²",Đã có sổ,Đất thổ cư,15 m,,400.5 m²,
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/120643919.htm,"LẠI HOÀNG, Xã Yên Thường, Huyện Gia Lâm, Hà Nội","3,95 tỷ","70,54 triệu/m²",Đã có sổ,Đất thổ cư,,,56 m²,
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/120643865.htm,"Phương Hạnh, Xã Tân Tiến, Huyện Chương Mỹ, Hà Nội","2,4 tỷ","6,67 triệu/m²",Đã có sổ,Đất thổ cư,,,360 m²,
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120265468.htm,"447, Đường Bát Khối, Phường Long Biên, Quận Long Biên, Hà Nội","28,5 tỷ",114 triệu/m²,Đã có sổ,Đất thổ cư,8 m,30 m,250 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120643491.htm,"27, Phố Gia Quất, Phường Thượng Thanh, Quận Long Biên, Hà Nội","6,2 tỷ",124 triệu/m²,Đã có sổ,Đất thổ cư,5 m,,50 m²,Nam
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120643204.htm,"Dân sinh, Xã Bắc Hồng, Huyện Đông Anh, Hà Nội","2,56 tỷ","44,91 triệu/m²",Đã có sổ,Đất thổ cư,4 m,14 m,57 m²,Nam
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/119641213.htm,"Phố Tình Quang, Phường Giang Biên, Quận Long Biên, Hà Nội","2,85 tỷ",57 triệu/m²,Đã có sổ,Đất thổ cư,3.1 m,16.8 m,50 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-huyen-soc-son-ha-noi/120514043.htm#px=SR-special_display_ad-[PO-13][PL-default],"Thanh Trí, Xã Minh Phú, Huyện Sóc Sơn, Hà Nội","1,49 tỷ","19,48 triệu/m²",Đã có sổ,Đất thổ cư,6 m,12 m,76.5 m²,
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/120642812.htm#px=SR-special_display_ad-[PO-14][PL-default],"Đường Võ Chí Công, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","13,3 tỷ","179,73 triệu/m²",Đã có sổ,Đất thổ cư,4.5 m,,74 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thach-that-ha-noi/120642784.htm,"Xã Bình Yên, huyện Thạch Thất, TP. Hà Nội, Xã Bình Yên, Huyện Thạch Thất, Hà Nội","2,2 tỷ","19,86 triệu/m²",Đã có sổ,Đất thổ cư,4.76 m,23 m,110.8 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120642539.htm,"Hà Đông , Phường La Khê, Quận Hà Đông, Hà Nội",8 tỷ,160 triệu/m²,Đã có sổ,Đất thổ cư,,,50 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/120642227.htm,"Đồng nhân, Xã Đông La, Huyện Hoài Đức, Hà Nội","4,65 tỷ","13,96 triệu/m²",Đã có sổ,Đất nông nghiệp,,,333 m²,
https://www.nhatot.com/mua-ban-dat-huyen-soc-son-ha-noi/120641126.htm,"Thôn LẬP TRÍ, Xã Minh Trí, Huyện Sóc Sơn, Hà Nội","1,725 tỷ",15 triệu/m²,Đã có sổ,Đất thổ cư,,,115 m²,
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120641114.htm,"Ngõ 16, Đường Ngô Quyền, Phường Quang Trung, Quận Hà Đông, Hà Nội","8,3 tỷ","178,84 triệu/m²",Đã có sổ,Đất thổ cư,5.59 m,7.8 m,46.41 m²,Đông Bắc
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120640273.htm,"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội","18,3 tỷ","203,33 triệu/m²",Đã có sổ,Đất nền dự án,6 m,15 m,90 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120639558.htm,"Xuân Nộn, Xã Xuân Nộn, Huyện Đông Anh, Hà Nội","4,05 tỷ","66,72 triệu/m²",Đã có sổ,Đất thổ cư,4.4 m,13.7 m,60.7 m²,
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120639053.htm,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội","6,3 tỷ",126 triệu/m²,Đã có sổ,Đất thổ cư,,,50 m²,
https://www.nhatot.com/mua-ban-dat-huyen-quoc-oai-ha-noi/120248759.htm,"Sài sơn, Xã Sài Sơn, Huyện Quốc Oai, Hà Nội","4,8 tỷ",24 triệu/m²,Đã có sổ,Đất thổ cư,,,200 m²,
https://www.nhatot.com/mua-ban-dat-quan-thanh-xuan-ha-noi/120638195.htm,"Phố Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","6,5 tỷ","81,25 triệu/m²",Giấy tờ viết tay,Đất thổ cư,,,80 m²,
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120597371.htm#px=SR-special_display_ad-[PO-5][PL-default],"Phố Trạm, Phường Long Biên, Quận Long Biên, Hà Nội","14,6 tỷ",146 triệu/m²,Đã có sổ,Đất thổ cư,5.3 m,19 m,100 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120637714.htm,"Đường nỏ bạn dương tảo, Xã Vân Tảo, Huyện Thường Tín, Hà Nội","3,233 tỷ","48,98 triệu/m²",Đã có sổ,Đất thổ cư,3.9 m,17.2 m,66 m²,Tây Bắc
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/118647392.htm,"Tổ Dân Phố 16, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","2,75 tỷ","82,34 triệu/m²",Đã có sổ,Đất thổ cư,3.6 m,9.28 m,33.4 m²,Tây
https://www.nhatot.com/mua-ban-dat-huyen-me-linh-ha-noi/120637624.htm,"Dân sinh, Thị trấn Quang Minh, Huyện Mê Linh, Hà Nội","6,1 tỷ",61 triệu/m²,Đã có sổ,Đất thổ cư,5 m,20 m,100 m²,Tây Bắc
https://www.nhatot.com/mua-ban-dat-huyen-my-duc-ha-noi/120282151.htm,"68, Phú Hiền, Xã Hợp Thanh, Huyện Mỹ Đức, Hà Nội","1,5 tỷ","8,20 triệu/m²",Đã có sổ,Đất thổ cư,5 m,36 m,183 m²,
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120637095.htm#px=SR-special_display_ad-[PO-10][PL-default],"cổ nhuế, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội","6,3 tỷ",126 triệu/m²,Đã có sổ,Đất thổ cư,10 m,5 m,50 m²,
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/120637094.htm,"Đường Nguyễn Khoái, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội","5,55 tỷ","102,78 triệu/m²",Đã có sổ,Đất thổ cư,4 m,,54 m²,
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120636244.htm,"Y Sơn, Phường Đồng Mai, Quận Hà Đông, Hà Nội","6,5 tỷ",65 triệu/m²,Đã có sổ,Đất thổ cư,,,100 m²,
https://www.nhatot.com/mua-ban-dat-quan-ba-dinh-ha-noi/120342926.htm,"Phố Đào Tấn, Phường Cống Vị, Quận Ba Đình, Hà Nội","10,5 tỷ","154,41 triệu/m²",Đã có sổ,Đất thổ cư,4 m,17 m,68 m²,
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/120519458.htm,"Trường Yên, Xã Trường Yên, Huyện Chương Mỹ, Hà Nội","2,18 tỷ","26,91 triệu/m²",Đã có sổ,Đất thổ cư,,,81 m²,
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/120635487.htm,"QL6 cũ, Thị trấn Xuân Mai, Huyện Chương Mỹ, Hà Nội","2,35 tỷ","30,13 triệu/m²",Đã có sổ,Đất thổ cư,,,78 m²,
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/117415854.htm,"Đường Bát Khối, Phường Cự Khối, Quận Long Biên, Hà Nội","4,5 tỷ","81,82 triệu/m²",Đã có sổ,Đất thổ cư,4.25 m,12.5 m,55 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120635196.htm,"Đường Xuân Phương, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội","5,65 tỷ","110,78 triệu/m²",Đã có sổ,Đất thổ cư,,,51 m²,
https://www.nhatot.com/mua-ban-dat-thi-xa-son-tay-ha-noi/120634703.htm,"87, Xã Xuân Sơn, Thị xã Sơn Tây, Hà Nội","1,45 tỷ","11,79 triệu/m²",Đã có sổ,Đất thổ cư,5 m,20 m,123 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120634433.htm,"nguyễn du, Thị trấn Thường Tín, Huyện Thường Tín, Hà Nội","14,28 tỷ","172,05 triệu/m²",Đã có sổ,Đất thổ cư,,,83 m²,
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120634390.htm,"Phố Châu Đài, Phường Thượng Cát, Quận Bắc Từ Liêm, Hà Nội","4,5 tỷ","91,84 triệu/m²",Đã có sổ,Đất thổ cư,,,49 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120196942.htm,"Chợ Kim, Thị trấn Đông Anh, Huyện Đông Anh, Hà Nội","4,1 tỷ","72,31 triệu/m²",Đã có sổ,Đất thổ cư,,,56.7 m²,
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120110157.htm,"Đường Dương Nội, Phường Dương Nội, Quận Hà Đông, Hà Nội",10 tỷ,"188,68 triệu/m²",Đã có sổ,Đất thổ cư,3.9 m,,53 m²,
https://www.nhatot.com/mua-ban-dat-quan-dong-da-ha-noi/120633747.htm,"Đường Trường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội","12,9 tỷ","198,46 triệu/m²",Đã có sổ,Đất thổ cư,5.01 m,,65 m²,Nam
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120633695.htm,"Vĩnh Lộc, Xã Thư Phú, Huyện Thường Tín, Hà Nội","1,24 tỷ",31 triệu/m²,Đã có sổ,Đất thổ cư,6 m,7 m,40 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thach-that-ha-noi/120633551.htm,"Khu Tái định cư Hoà Lạc, Xã Bình Yên, Huyện Thạch Thất, Hà Nội","2,2 tỷ",20 triệu/m²,Đã có sổ,Đất nền dự án,4.8 m,22.9 m,110 m²,Tây Bắc
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120633491.htm,"Vĩnh Lộc, Xã Thư Phú, Huyện Thường Tín, Hà Nội","1,42 tỷ","25,09 triệu/m²",Đã có sổ,Đất thổ cư,5 m,11 m,56.6 m²,
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120554352.htm,"Đường Hòa Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","3,4 tỷ","60,39 triệu/m²",Đã có sổ,Đất thổ cư,4.5 m,12.5 m,56.3 m²,
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120633342.htm,"Phố Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội","5,8 tỷ",145 triệu/m²,Đã có sổ,Đất thổ cư,,,40 m²,
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120633290.htm,"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","5,45 tỷ","170,31 triệu/m²",Đã có sổ,Đất thổ cư,4.2 m,8 m,32 m²,
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120227902.htm,"Đường Dương Nội, Phường Dương Nội, Quận Hà Đông, Hà Nội","7,35 tỷ","113,08 triệu/m²",Đã có sổ,Đất thổ cư,4.8 m,,65 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/120633277.htm,"liên xã, Xã Yên Mỹ, Huyện Thanh Trì, Hà Nội","13,5 tỷ","56,25 triệu/m²",Đã có sổ,Đất thổ cư,,,240 m²,
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120633078.htm,"Đường Lưu Hữu Phước, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội","4,5 tỷ","81,82 triệu/m²",Đang chờ sổ,Đất thổ cư,,,55 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120632744.htm#px=SR-special_display_ad-[PO-13][PL-default],"Phúc Hậu, Xã Dục Tú, Huyện Đông Anh, Hà Nội","2,4 tỷ",60 triệu/m²,Đã có sổ,Đất thổ cư,,,40 m²,
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120632696.htm,"Đường Quang Trung, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",9 tỷ,180 triệu/m²,Đã có sổ,Đất thổ cư,,,50 m²,
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120632518.htm,"Đường Cổ Bản - Nhân Sơn, Phường Đồng Mai, Quận Hà Đông, Hà Nội",4 tỷ,"49,88 triệu/m²",Đã có sổ,Đất thổ cư,,,80.2 m²,
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120632390.htm,"Phố Quang Lãm, Phường Phú Lãm, Quận Hà Đông, Hà Nội","6,65 tỷ",133 triệu/m²,Đã có sổ,Đất thổ cư,4 m,12 m,50 m²,Tây Bắc
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120632386.htm,"Đường Xuân Phương, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội","5,65 tỷ",113 triệu/m²,Đã có sổ,Đất thổ cư,,,50 m²,
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/117545456.htm,"Đường Biên Giang, Phường Biên Giang, Quận Hà Đông, Hà Nội","6,7 tỷ","104,69 triệu/m²",Đã có sổ,Đất thổ cư,4 m,,64 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120631818.htm,"Nguyên Khê, Nguyên Khê, Đông Anh, HN, Xã Nguyên Khê, Huyện Đông Anh, Hà Nội","4,32 tỷ",72 triệu/m²,Đã có sổ,Đất thổ cư,5.7 m,5.5 m,60 m²,
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120536822.htm,"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",9 tỷ,"243,24 triệu/m²",Đã có sổ,Đất thổ cư,,,37 m²,
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/118708205.htm#px=SR-special_display_ad-[PO-1][PL-default],"Trải Nhựa Thông 2 ÔTÔ Tránh Đỗ, Sát Phố Ngô Gia Tự, Phường Thượng Thanh, Quận Long Biên, Hà Nội",7 tỷ,"120,69 triệu/m²",Đã có sổ,Đất thổ cư,4.68 m,12.4 m,58 m²,
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120249025.htm#px=SR-special_display_ad-[PO-2][PL-default],"Phố Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",9 tỷ,"163,64 triệu/m²",Đã có sổ,Đất thổ cư,3.5 m,15.7 m,55 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120631290.htm,"80, Vân Nội, Xã Vân Nội, Huyện Đông Anh, Hà Nội","2,6 tỷ","43,33 triệu/m²",Đã có sổ,Đất thổ cư,4.43 m,,60 m²,Nam
https://www.nhatot.com/mua-ban-dat-huyen-phu-xuyen-ha-noi/120630963.htm,"Bạch Hạ, Xã Bạch Hạ, Huyện Phú Xuyên, Hà Nội",900 triệu,15 triệu/m²,Đã có sổ,Đất thổ cư,4 m,15 m,60 m²,
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120137694.htm,"Phố Nhổn, Phường Tây Tựu, Quận Bắc Từ Liêm, Hà Nội",9 tỷ,"97,83 triệu/m²",Đã có sổ,Đất thổ cư,18 m,5 m,92 m²,
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/119530829.htm,"Trung Hòa , Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",7 tỷ,"112,90 triệu/m²",Đã có sổ,Đất thổ cư,,,62 m²,
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/120067285.htm,"Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội","16,8 tỷ","197,65 triệu/m²",Đã có sổ,Đất thổ cư,,,85 m²,
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/119626025.htm,"Phố Nghĩa Đô, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",29 tỷ,"175,76 triệu/m²",Đã có sổ,Đất thổ cư,,,165 m²,
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/119616282.htm,"Phố Trung Kính, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","7,9 tỷ","146,30 triệu/m²",Đã có sổ,Đất thổ cư,,,54 m²,
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/117794552.htm,"Phố Trung Kính, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","12,5 tỷ","208,33 triệu/m²",Đã có sổ,Đất thổ cư,,,60 m²,
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/119616368.htm,"Nguyễn Khánh Toàn , Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","12,2 tỷ","128,42 triệu/m²",Đã có sổ,Đất thổ cư,,,95 m²,
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/118101325.htm,"Phố Nghĩa Đô, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",23 tỷ,"255,56 triệu/m²",Đã có sổ,Đất thổ cư,,,90 m²,
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/120067186.htm,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",17 tỷ,"207,32 triệu/m²",Đã có sổ,Đất thổ cư,,,82 m²,
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120630724.htm,"Phố Giang Biên, Phường Giang Biên, Quận Long Biên, Hà Nội","6,95 tỷ","157,95 triệu/m²",Đã có sổ,Đất thổ cư,,,44 m²,
https://www.nhatot.com/mua-ban-dat-quan-hai-ba-trung-ha-noi/117529200.htm,"Phố Lê Quý Đôn, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội",268 tỷ,"669,16 triệu/m²",Đã có sổ,Đất thổ cư,15 m,,400.5 m²,
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120630370.htm,"Phố La Dương, Phường Dương Nội, Quận Hà Đông, Hà Nội","4,5 tỷ","128,57 triệu/m²",Đã có sổ,Đất thổ cư,,,35 m²,
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/118451225.htm,"Phố Đông Thiên, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội","2,25 tỷ","40,91 triệu/m²",Sổ chung / công chứng vi bằng,Đất thổ cư,5 m,11 m,55 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120567110.htm,"Đường Xuân Phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội","5,9 tỷ","71,95 triệu/m²",Đã có sổ,Đất thổ cư,4.6 m,17 m,82 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120629951.htm,"686, Vân Trì, Xã Vân Nội, Huyện Đông Anh, Hà Nội","2,75 tỷ","60,84 triệu/m²",Đã có sổ,Đất thổ cư,4.43 m,10.2 m,45.2 m²,Đông Bắc
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/120629560.htm,"Ngũ Hiệp, Xã Ngũ Hiệp, Huyện Thanh Trì, Hà Nội","5,7 tỷ","103,64 triệu/m²",Đã có sổ,Đất thổ cư,5.4 m,,55 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120629474.htm,"789, Mỹ Nội, Xã Bắc Hồng, Huyện Đông Anh, Hà Nội","1,3 tỷ","8,33 triệu/m²",Đã có sổ,Đất nông nghiệp,12 m,13 m,156 m²,Đông Bắc
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120628553.htm,"Chương Lộc, Xã Chương Dương, Huyện Thường Tín, Hà Nội","1,42 tỷ","30,47 triệu/m²",Đã có sổ,Đất thổ cư,4 m,11 m,46.6 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120628415.htm,"Vĩnh Lộc, Xã Thư Phú, Huyện Thường Tín, Hà Nội",124 triệu,"3,10 triệu/m²",Đã có sổ,Đất thổ cư,5.5 m,7 m,40 m²,
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/120628342.htm,"Phố Thįnh Liệt, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội","12,5 tỷ","127,29 triệu/m²",Đã có sổ,Đất thổ cư,7 m,14 m,98.2 m²,Tây Bắc
https://www.nhatot.com/mua-ban-dat-huyen-soc-son-ha-noi/120628315.htm,"Đường Băng, Xã Quang Tiến, Huyện Sóc Sơn, Hà Nội","2,2 tỷ","35,31 triệu/m²",Đã có sổ,Đất thổ cư,4 m,15.6 m,62.3 m²,
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/120349062.htm,"Lại Yên, Xã Lại Yên, Huyện Hoài Đức, Hà Nội",11 tỷ,"98,21 triệu/m²",Đã có sổ,Đất thổ cư,,,112 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/120628259.htm,"giếng đình, Xã Liên Ninh, Huyện Thanh Trì, Hà Nội","3,1 tỷ","82,01 triệu/m²",Đã có sổ,Đất thổ cư,6.3 m,,37.8 m²,
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/120038095.htm,"3,5, Xã Di Trạch, Huyện Hoài Đức, Hà Nội","16,8 tỷ","146,09 triệu/m²",Đã có sổ,Đất thổ cư,12 m,10 m,115 m²,
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/117955303.htm,"3.5, Xã Di Trạch, Huyện Hoài Đức, Hà Nội",12 tỷ,"109,09 triệu/m²",Đã có sổ,Đất thổ cư,9 m,12 m,110 m²,
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/119056175.htm,"3,5, Xã Di Trạch, Huyện Hoài Đức, Hà Nội","12,8 tỷ","130,61 triệu/m²",Đã có sổ,Đất thổ cư,8 m,12 m,98 m²,
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/117458280.htm,"vành đai 3.5, Xã Di Trạch, Huyện Hoài Đức, Hà Nội","15,5 tỷ","138,39 triệu/m²",Đã có sổ,Đất thổ cư,10 m,12 m,112 m²,
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120248564.htm#px=SR-special_display_ad-[PO-12][PL-default],"Phân Lô, 2 OTO Tránh Đỗ, Phường Giang Biên, Quận Long Biên, Hà Nội",6 tỷ,75 triệu/m²,Đã có sổ,Đất thổ cư,4 m,20 m,80 m²,
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120248859.htm#px=SR-special_display_ad-[PO-13][PL-default],"Gần Cầu Chương Dương, Phường Bồ Đề, Quận Long Biên, Hà Nội",12 tỷ,"116,96 triệu/m²",Đã có sổ,Đất thổ cư,4 m,26.5 m,102.6 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/118762237.htm,"Xóm 4 Hải Bối, Xã Hải Bối, Huyện Đông Anh, Hà Nội",3 tỷ,"63,83 triệu/m²",Đã có sổ,Đất thổ cư,3.9 m,12 m,47 m²,Nam
