Link,Địa chỉ,Giá tổng,Giá/m²,Số phòng ngủ,Số phòng vệ sinh,Giấy tờ pháp lý,Loại hình căn hộ,Diện tích,Hướng cửa chính,Hướng ban công,Tình trạng nội thất
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120600796.htm,"12, Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội","6,15 tỷ","55,91 triệu/m²",3 phòng,2 phòng,Sổ hồng riêng,Chung cư,110 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/118971042.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","2,15 tỷ","45,74 triệu/m²",1 phòng,1 phòng,Sổ hồng riêng,Chung cư,47 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/118682099.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","2,85 tỷ","41,91 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,68 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/114595979.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","2,55 tỷ","42,50 triệu/m²",2 phòng,1 phòng,Sổ hồng riêng,Chung cư,60 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/117095061.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","2,05 tỷ","43,62 triệu/m²",1 phòng,1 phòng,Sổ hồng riêng,Chung cư,47 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120600638.htm,"63, Nguỵ Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","6,48 tỷ","70,43 triệu/m²",3 phòng,2 phòng,Sổ hồng riêng,Chung cư,92 m²,Đông Bắc,Tây Nam,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120600515.htm,"Đường Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội","4,76 tỷ","51,18 triệu/m²",3 phòng,,Sổ hồng riêng,Chung cư,93 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120600389.htm,,,,,,,,,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/120597325.htm,"Kiến Hưng, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",10 tỷ,"55,19 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,181.2 m²,Đông Nam,Đông Nam,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120600266.htm,"Phố Lò Đúc, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội","2,48 tỷ","51,67 triệu/m²",2 phòng,1 phòng,Sổ hồng riêng,"Tập thể, cư xá",48 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120600154.htm,"Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội","2,7 tỷ","48,21 triệu/m²",2 phòng,2 phòng,Hợp đồng mua bán,Chung cư,56 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120599986.htm,"Phố Nguyễn Cơ Thạch, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","4,8 tỷ","58,54 triệu/m²",3 phòng,2 phòng,Sổ hồng riêng,Chung cư,82 m²,Đông Nam,Tây Bắc,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/120599905.htm,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội","4,5 tỷ","64,29 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,70 m²,,Đông Nam,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/120599725.htm,,,,,,,,,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/120599661.htm,"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội","4,55 tỷ","55,49 triệu/m²",3 phòng,2 phòng,Sổ hồng riêng,Chung cư,82 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/120598997.htm,"Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội","4,4 tỷ",55 triệu/m²,2 phòng,1 phòng,Sổ hồng riêng,"Tập thể, cư xá",80 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120598857.htm,,,,,,,,,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/120598570.htm,"Đường Nguyễn Đạo An, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội","10,3 tỷ","194,34 triệu/m²",10 phòng,,Sổ hồng riêng,"Căn hộ dịch vụ, mini",53 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120598106.htm,"Ngõ 1 Quỳnh Mai, Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội","2,35 tỷ","42,73 triệu/m²",2 phòng,,Sổ hồng riêng,"Tập thể, cư xá",55 m²,,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120597939.htm,"Nguyễn Chánh, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","9,05 tỷ","64,64 triệu/m²",3 phòng,2 phòng,Sổ hồng riêng,Chung cư,140 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120597852.htm,"Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội","9,1 tỷ","171,70 triệu/m²",7 phòng,Nhiều hơn 6 phòng,Sổ hồng riêng,"Căn hộ dịch vụ, mini",53 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120597849.htm,"Vũ Phạm Hàm, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","6,5 tỷ","69,15 triệu/m²",3 phòng,2 phòng,Sổ hồng riêng,Chung cư,94 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120597798.htm,"Vành Đai 3, Phường Yên Sở, Quận Hoàng Mai, Hà Nội","5,1 tỷ","53,12 triệu/m²",3 phòng,2 phòng,Sổ hồng riêng,Chung cư,96 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120597546.htm,"2, Phạm Văn Bạch, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","6,6 tỷ","71,74 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,92 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120597405.htm,"Ngõ 259, Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","5,45 tỷ","68,12 triệu/m²",3 phòng,2 phòng,Sổ hồng riêng,Chung cư,80 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/118891521.htm,"Phố Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà Nội","1,98 tỷ",36 triệu/m²,2 phòng,1 phòng,Hợp đồng mua bán,Chung cư,55 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120597360.htm#px=SR-special_display_ad-[PO-15][PL-default],"Phố Vương Thừa Vũ, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","11,8 tỷ","256,52 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Sổ hồng riêng,"Căn hộ dịch vụ, mini",46 m²,Đông Bắc,Đông Nam,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120597346.htm,"Lô A10-A14, Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","3,55 tỷ","64,55 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,55 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120597278.htm,"Nhân Chính, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","4,65 tỷ","66,43 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,70 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120596120.htm,"Đường Nguyễn Xiển, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","2,65 tỷ","56,38 triệu/m²",2 phòng,1 phòng,Sổ hồng riêng,Chung cư,47 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120595991.htm#px=SR-special_display_ad-[PO-19][PL-default],"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","3,05 tỷ","70,93 triệu/m²",1 phòng,1 phòng,Hợp đồng mua bán,Chung cư,43 m²,Đông Nam,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120595918.htm,"Vành Đai 3, Phường Yên Sở, Quận Hoàng Mai, Hà Nội","3,1 tỷ","59,62 triệu/m²",2 phòng,,Sổ hồng riêng,Chung cư,52 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/119492384.htm,"Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội","21,4 tỷ","237,78 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Sổ hồng riêng,"Căn hộ dịch vụ, mini",90 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/119885501.htm,"Đường Nguyễn Trãi, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","15,4 tỷ","256,67 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Sổ hồng riêng,"Căn hộ dịch vụ, mini",60 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120595681.htm,"Phố Vương Thừa Vũ, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","14,6 tỷ","205,63 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Sổ hồng riêng,"Căn hộ dịch vụ, mini",71 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120595621.htm,"Cầu vượt Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",120 triệu,4 triệu/m²,2 phòng,1 phòng,Hợp đồng mua bán,"Căn hộ dịch vụ, mini",30 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120188618.htm,"Phố Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","3,5 tỷ",50 triệu/m²,2 phòng,,Sổ hồng riêng,"Tập thể, cư xá",70 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120595430.htm,"Phố Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","3,85 tỷ","32,08 triệu/m²",3 phòng,,Sổ hồng riêng,"Tập thể, cư xá",120 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/119995426.htm#px=SR-special_display_ad-[PO-7][PL-default],"CT12, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","2,82 tỷ",47 triệu/m²,2 phòng,2 phòng,Sổ hồng riêng,Chung cư,60 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120594729.htm,"Phố Hạ Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội","2,45 tỷ","44,55 triệu/m²",2 phòng,1 phòng,Sổ hồng riêng,"Tập thể, cư xá",55 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120594722.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","3,6 tỷ",45 triệu/m²,3 phòng,2 phòng,Sổ hồng riêng,Chung cư,80 m²,,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120594620.htm,"275, Nguyễn Trãi, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội","9,5 tỷ","73,08 triệu/m²",3 phòng,,Sổ hồng riêng,Chung cư,130 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120594566.htm,,,,,,,,,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120594497.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","2,6 tỷ","43,33 triệu/m²",2 phòng,1 phòng,Sổ hồng riêng,Chung cư,60 m²,,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120594435.htm,,,,,,,,,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/120594411.htm,,,,,,,,,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120594356.htm,,,,,,,,,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120594349.htm,,,,,,,,,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120206421.htm,"Hoàng ĐẠO thúy, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","4,39 tỷ","59,32 triệu/m²",3 phòng,2 phòng,Sổ hồng riêng,Chung cư,74 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120593982.htm,,,,,,,,,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120593654.htm,", Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",4 tỷ,"62,50 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,64 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120593620.htm#px=SR-special_display_ad-[PO-20][PL-default],,,,,,,,,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120442671.htm,"A4, Phố 8 Tháng 3, Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",720 triệu,"32,73 triệu/m²",1 phòng,1 phòng,Hợp đồng mua bán,"Tập thể, cư xá",22 m²,,Nam,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120592995.htm,"Đường cao tốc Vành đai 3, Phường Yên Sở, Quận Hoàng Mai, Hà Nội","5,1 tỷ","53,12 triệu/m²",3 phòng,2 phòng,Sổ hồng riêng,Chung cư,96 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120592918.htm,"Mĩ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội","6,85 tỷ","71,88 triệu/m²",3 phòng,,Sổ hồng riêng,Chung cư,95.3 m²,Đông Nam,Tây Nam,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120592814.htm,"Đường cao tốc Hà Nội – Hải Phòng, Xã Kiêu Kỵ, Huyện Gia Lâm, Hà Nội","1,65 tỷ","53,23 triệu/m²",1 phòng,1 phòng,Sổ hồng riêng,Chung cư,31 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/120592792.htm,"Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội","5,8 tỷ","60,76 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,95.45 m²,Đông Bắc,Tây Nam,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-thanh-tri-ha-noi/120592771.htm,"Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội","1,99 tỷ","33,17 triệu/m²",2 phòng,,Hợp đồng mua bán,Chung cư,60 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120592293.htm,"Đường Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","3,72 tỷ",62 triệu/m²,2 phòng,2 phòng,Hợp đồng mua bán,Chung cư,60 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120592262.htm,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","11,5 tỷ",230 triệu/m²,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Sổ hồng riêng,"Căn hộ dịch vụ, mini",50 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120592224.htm,"107, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",8 tỷ,86 triệu/m²,3 phòng,,Hợp đồng mua bán,Chung cư,93.13 m²,Đông Nam,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120591881.htm,"Phố Thọ Lão, Phường Đồng Nhân, Quận Hai Bà Trưng, Hà Nội","2,48 tỷ",62 triệu/m²,2 phòng,2 phòng,Sổ hồng riêng,"Tập thể, cư xá",40 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120591446.htm,"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","16,9 tỷ","238,03 triệu/m²",nhiều hơn 10 phòng,,Sổ hồng riêng,"Căn hộ dịch vụ, mini",71 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120591417.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","2,95 tỷ","43,38 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,68 m²,,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-hoai-duc-ha-noi/119677455.htm#px=SR-special_display_ad-[PO-13][PL-default],"An Khánh, Thị trấn Trạm Trôi, Huyện Hoài Đức, Hà Nội","2,8 tỷ",40 triệu/m²,2 phòng,2 phòng,Sổ hồng riêng,Chung cư,70 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-hoai-duc-ha-noi/119512703.htm#px=SR-special_display_ad-[PO-14][PL-default],"Lô đất HH1, An Khánh, Xã An Khánh, Huyện Hoài Đức, Hà Nội","2,9 tỷ","41,43 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,70 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/119477945.htm#px=SR-special_display_ad-[PO-15][PL-default],"Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội","3,4 tỷ","37,78 triệu/m²",3 phòng,2 phòng,Đang chờ sổ,Chung cư,90 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/119450653.htm#px=SR-special_display_ad-[PO-16][PL-default],"Phạm Hùng, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",5 tỷ,"92,59 triệu/m²",1 phòng,,Sổ hồng riêng,Chung cư,54 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/119450018.htm#px=SR-special_display_ad-[PO-17][PL-default],"Phạm Hùng, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","6,9 tỷ","106,15 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,65 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120591266.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","2,6 tỷ","43,33 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,60 m²,,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120591260.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","3,1 tỷ",62 triệu/m²,1 phòng,,Sổ hồng riêng,Chung cư,50 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120591248.htm,"Nghiêm Xuân Yêm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","2,28 tỷ","41,99 triệu/m²",2 phòng,2 phòng,Hợp đồng mua bán,Chung cư,54.3 m²,Nam,Đông Bắc,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120591066.htm,"Nghiêm Xuân Yêm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","2,3 tỷ","41,07 triệu/m²",2 phòng,2 phòng,Hợp đồng mua bán,Chung cư,56 m²,Tây Bắc,Đông Nam,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120591000.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","2,2 tỷ","46,81 triệu/m²",1 phòng,1 phòng,Sổ hồng riêng,Chung cư,47 m²,,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120590755.htm,"Đường Đầm Trấu, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội","3,79 tỷ","58,31 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,"Tập thể, cư xá",65 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120074411.htm,"Chung Cư Vinhomes Smart City Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","3,65 tỷ","66,36 triệu/m²",2 phòng,1 phòng,Sổ hồng riêng,Chung cư,55 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/120315117.htm,"Phố Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội","4,5 tỷ",45 triệu/m²,3 phòng,2 phòng,Sổ hồng riêng,Chung cư,100 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120590447.htm,"Phố Cự Lộc, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",960 triệu,"17,78 triệu/m²",2 phòng,1 phòng,Hợp đồng mua bán,Chung cư,54 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/120551779.htm,"Phố Tây Sơn, Phường Quang Trung, Quận Đống Đa, Hà Nội","1,65 tỷ",33 triệu/m²,2 phòng,1 phòng,Sổ hồng riêng,Chung cư,50 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/120512513.htm,"An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội","5,45 tỷ","71,15 triệu/m²",3 phòng,,Sổ hồng riêng,Chung cư,76.6 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/120589088.htm#px=SR-special_display_ad-[PO-9][PL-default],"Đường Tân Xuân, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội","2,55 tỷ",34 triệu/m²,2 phòng,1 phòng,Hợp đồng mua bán,"Tập thể, cư xá",75 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120589022.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","4,6 tỷ","95,83 triệu/m²",1 phòng,,Hợp đồng mua bán,"Căn hộ dịch vụ, mini",48 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/120588989.htm#px=SR-special_display_ad-[PO-11][PL-default],"Đường Tân Xuân, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội","1,5 tỷ",30 triệu/m²,2 phòng,2 phòng,Sổ hồng riêng,"Tập thể, cư xá",50 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/120588755.htm#px=SR-special_display_ad-[PO-12][PL-default],"Ngõ 161 Thái Hà, Phường Láng Hạ, Quận Đống Đa, Hà Nội","3,25 tỷ","46,43 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,"Tập thể, cư xá",70 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/120588486.htm,"Phố Nguyễn Cao Luyện, Phường Đức Giang, Quận Long Biên, Hà Nội","5,6 tỷ","43,08 triệu/m²",3 phòng,2 phòng,Sổ hồng riêng,Chung cư,130 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoan-kiem-ha-noi/120438260.htm,"Số 03, Phố Phúc Tân, Phường Phúc Tân, Quận Hoàn Kiếm, Hà Nội","1,55 tỷ","32,29 triệu/m²",2 phòng,1 phòng,Đang chờ sổ,"Tập thể, cư xá",48 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/120513777.htm,"Phố Gia Quất, Phường Thượng Thanh, Quận Long Biên, Hà Nội","3,8 tỷ","54,29 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,70 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120587789.htm,"Nguyễn Xiển, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","2,65 tỷ","49,07 triệu/m²",2 phòng,,Sổ hồng riêng,Chung cư,54 m²,,,
