Link,Địa chỉ,Giá tổng,Giá/m²,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Giấy tờ pháp lý,Loại hình nhà ở,Chiều ngang,Chiều dài,Diện tích sử dụng,Diện tích đất,Hướng cửa chính,Tình trạng nội thất
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/119877195.htm#px=SR-special_display_ad-[PO-11][PL-default],"Phố Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","12,3 tỷ","212,07 triệu/m²",nhiều hơn 10 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,58 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120021779.htm,"164, Phố Hồng Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","1,95 tỷ","114,71 triệu/m²",2 phòng,3 phòng,4,Giấy tờ viết tay,"Nhà ngõ, hẻm",3.3 m,5 m,17 m²,17 m²,Nam,
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/120682364.htm,"Phố Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","6,25 tỷ","208,33 triệu/m²",4 phòng,4 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",,,30 m²,30 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120682342.htm,"Phố Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội","15,7 tỷ","138,94 triệu/m²",4 phòng,5 phòng,5,Đã có sổ,"Nhà ngõ, hẻm",6 m,19 m,,113 m²,Tây Bắc,Nội thất cao cấp
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120682242.htm,"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","11,3 tỷ","213,21 triệu/m²",5 phòng,5 phòng,7,Đã có sổ,"Nhà ngõ, hẻm",6.8 m,,,53 m²,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120682229.htm,"Phố Lò Đúc, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội","7,5 tỷ","340,91 triệu/m²",2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,22 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/119576666.htm,"Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","8,7 tỷ","122,54 triệu/m²",4 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,71 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/119609653.htm,"Phố Yên Lạc, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",8 tỷ,250 triệu/m²,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,32 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120018192.htm,"Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",8 tỷ,160 triệu/m²,6 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",,,,50 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120682185.htm,"Phố Cảm Hội, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội","4,85 tỷ","285,29 triệu/m²",2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,17 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120682168.htm,"Phố Giáp Nhị, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội","7,9 tỷ","225,71 triệu/m²",3 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",,,,35 m²,Tây Nam,Nội thất cao cấp
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120633699.htm#px=SR-special_display_ad-[PO-2][PL-default],"Phố Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội","4,68 tỷ",156 triệu/m²,3 phòng,,4,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,30 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/120682109.htm,"Phố Phú Đô, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội","9,95 tỷ","236,90 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,8,Đã có sổ,"Nhà ngõ, hẻm",3.8 m,11 m,45 m²,42 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120607861.htm,"Phố Tôn Đức Thắng, Phường Thổ Quan, Quận Đống Đa, Hà Nội","5,2 tỷ",208 triệu/m²,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,27 m²,25 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/120682016.htm#px=SR-special_display_ad-[PO-5][PL-default],"Phố Láng Hạ, Phường Thành Công, Quận Ba Đình, Hà Nội",68 tỷ,"523,08 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,10,Đã có sổ,"Nhà ngõ, hẻm",25 m,,1300 m²,130 m²,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120681973.htm,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","18,5 tỷ","298,39 triệu/m²",6 phòng,5 phòng,5,Đã có sổ,"Nhà mặt phố, mặt tiền",4 m,15 m,62 m²,62 m²,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120681950.htm,"Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội","6,1 tỷ","145,24 triệu/m²",3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,42 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/120633392.htm,"Đường Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","3,15 tỷ","104,65 triệu/m²",4 phòng,4 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",5.4 m,6 m,30.1 m²,30.1 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/119866030.htm,"Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","5,5 tỷ","130,95 triệu/m²",4 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",,,42 m²,42 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/119735678.htm,"Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","4,8 tỷ","137,14 triệu/m²",4 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",,,35 m²,35 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/119853204.htm,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","4,85 tỷ","138,57 triệu/m²",3 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",,,35 m²,35 m²,,
https://www.nhatot.com/mua-ban-nha-dat-huyen-dan-phuong-ha-noi/120383756.htm#px=SR-special_display_ad-[PO-12][PL-default],Khu đô thị Tân Tây Đô,"12,8 tỷ","176,55 triệu/m²",5 phòng,6 phòng,5,Đã có sổ,Nhà phố liền kề,5 m,14.5 m,400 m²,72.5 m²,Đông Nam,
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120315527.htm#px=SR-special_display_ad-[PO-13][PL-default],"Đường Lạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","10,5 tỷ","238,64 triệu/m²",2 phòng,1 phòng,,Đã có sổ,"Nhà ngõ, hẻm",3.4 m,10 m,51 m²,44 m²,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/120506499.htm,"Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội","16,8 tỷ","258,46 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,7,Đã có sổ,"Nhà ngõ, hẻm",,,,65 m²,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120681756.htm,"Đường Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội","6,688 tỷ","222,93 triệu/m²",4 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,60.3 m²,30 m²,Đông Bắc,Nội thất cao cấp
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120681743.htm,"Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội","5,45 tỷ","147,30 triệu/m²",3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,37 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120681725.htm,"Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","7,5 tỷ","166,67 triệu/m²",3 phòng,4 phòng,5,Đã có sổ,"Nhà ngõ, hẻm",,,,45 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120528049.htm,"Phố Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","2,05 tỷ","113,89 triệu/m²",3 phòng,3 phòng,3,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",4 m,5 m,18 m²,18 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120458755.htm,"Phố Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội","4,5 tỷ",90 triệu/m²,3 phòng,,3,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,50 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120681681.htm,"Đường Nguyễn Khang, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","8,3 tỷ","259,38 triệu/m²",4 phòng,4 phòng,5,Đã có sổ,"Nhà ngõ, hẻm",3.6 m,9.5 m,32 m²,32 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-huyen-dong-anh-ha-noi/120681637.htm,"79, Cổ Điển, Xã Hải Bối, Huyện Đông Anh, Hà Nội","4,5 tỷ","95,74 triệu/m²",3 phòng,3 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",5.5 m,8.5 m,52.5 m²,47 m²,Nam,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/120633025.htm,"Phố La Nội, Phường Dương Nội, Quận Hà Đông, Hà Nội","5,38 tỷ","168,12 triệu/m²",3 phòng,4 phòng,5,Đã có sổ,"Nhà ngõ, hẻm",4 m,,,32 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/120681575.htm,"Phố Vạn Bảo, Phường Liễu Giai, Quận Ba Đình, Hà Nội",35 tỷ,700 triệu/m²,9 phòng,,9,Đã có sổ,"Nhà mặt phố, mặt tiền",,,50 m²,50 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120681508.htm,"Xã Đàn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","5,4 tỷ","142,11 triệu/m²",3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,38 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/120681482.htm,"Phố Nguyễn Viết Xuân, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","22,5 tỷ","326,09 triệu/m²",6 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",,,,69 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/119672741.htm#px=SR-special_display_ad-[PO-6][PL-default],"Phố Nguyễn Chính, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","7,5 tỷ",250 triệu/m²,3 phòng,4 phòng,5,Đã có sổ,"Nhà ngõ, hẻm",,,,30 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120292017.htm,"Phố Nguyễn Thời Trung, Phường Thạch Bàn, Quận Long Biên, Hà Nội",8 tỷ,"133,33 triệu/m²",4 phòng,3 phòng,5,Đã có sổ,"Nhà ngõ, hẻm",3.6 m,16.5 m,300 m²,60 m²,Tây Bắc,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/120606993.htm#px=SR-special_display_ad-[PO-8][PL-default],"Phố Tu Hoàng, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội","9,5 tỷ","211,11 triệu/m²",4 phòng,4 phòng,5,Đã có sổ,"Nhà mặt phố, mặt tiền",350 m,,,45 m²,Nam,Nội thất cao cấp
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120681445.htm,"Đường Nguyễn Chí Thanh, Phường Láng Hạ, Quận Đống Đa, Hà Nội","11,5 tỷ","280,49 triệu/m²",4 phòng,5 phòng,6,Đã có sổ,"Nhà ngõ, hẻm",,,,41 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120553614.htm#px=SR-special_display_ad-[PO-10][PL-default],"Phố Trịnh Đình Cửu, Phường Định Công, Quận Hoàng Mai, Hà Nội",11 tỷ,"244,44 triệu/m²",5 phòng,6 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,45 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/119899899.htm,"Vạn Phúc, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội","6,7 tỷ","167,50 triệu/m²",4 phòng,4 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",,,160 m²,40 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120681373.htm,"Phố Trần Điền, Phường Định Công, Quận Hoàng Mai, Hà Nội","4,5 tỷ","83,33 triệu/m²",4 phòng,5 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",3.5 m,15 m,216 m²,54 m²,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120681357.htm,"Đường Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội","4,85 tỷ","179,63 triệu/m²",3 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",,,27 m²,27 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120681340.htm,"Phố Xuân Đỗ, Phường Cự Khối, Quận Long Biên, Hà Nội","4,3 tỷ","143,33 triệu/m²",3 phòng,3 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",4.3 m,6.8 m,,30 m²,Tây Nam,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120629230.htm,"Phố Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","4,95 tỷ","117,86 triệu/m²",4 phòng,3 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",,,,42 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/120681241.htm,"Đường Trường Chinh, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","8,35 tỷ","269,35 triệu/m²",3 phòng,,6,Đã có sổ,"Nhà ngõ, hẻm",,,,31 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/120681204.htm,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội","8,5 tỷ","160,38 triệu/m²",3 phòng,3 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",,,53 m²,53 m²,Tây Bắc,Bàn giao thô
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/120681181.htm,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội","7,9 tỷ","197,50 triệu/m²",4 phòng,4 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",,,40 m²,40 m²,Đông Nam,Nội thất cao cấp
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120681147.htm,"Phố Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","5,5 tỷ","171,88 triệu/m²",3 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",,,32 m²,32 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120284983.htm,"Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","7,65 tỷ","127,50 triệu/m²",7 phòng,Nhiều hơn 6 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",,,240 m²,60 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/120681118.htm,"Đường Trường Chinh, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","12,9 tỷ",258 triệu/m²,8 phòng,,6,Đã có sổ,"Nhà ngõ, hẻm",,,,50 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120681096.htm,"Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","5,4 tỷ",180 triệu/m²,3 phòng,4 phòng,5,Đã có sổ,"Nhà ngõ, hẻm",,,32 m²,30 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-huyen-thuong-tin-ha-noi/120163847.htm,"Sn3, Ngõ chùa, Xã Tân Minh, Huyện Thường Tín, Hà Nội",5 tỷ,"30,30 triệu/m²",4 phòng,4 phòng,3,Đã có sổ,Nhà biệt thự,13 m,14 m,350 m²,165 m²,Tây Bắc,Nội thất cao cấp
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/120681075.htm,"186, Phố Ngọc Hà, Phường Ngọc Hà, Quận Ba Đình, Hà Nội","3,88 tỷ","90,23 triệu/m²",3 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",,,90 m²,43 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120044213.htm,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","3,2 tỷ","96,97 triệu/m²",1 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,33 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120586447.htm,"Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội","4,7 tỷ","151,61 triệu/m²",3 phòng,3 phòng,5,Đã có sổ,"Nhà ngõ, hẻm",4.3 m,7 m,150 m²,31 m²,Đông Bắc,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/120681000.htm,"Phố Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","3,1 tỷ","96,88 triệu/m²",3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,32 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120606377.htm#px=SR-special_display_ad-[PO-8][PL-default],"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","11,9 tỷ","157,41 triệu/m²",3 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,75.6 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/119599780.htm,"Đường Hoàng Tăng Bí, Phường Thụy Phương, Quận Bắc Từ Liêm, Hà Nội","4,3 tỷ","134,38 triệu/m²",2 phòng,1 phòng,2,Đã có sổ,"Nhà ngõ, hẻm",5 m,,32 m²,32 m²,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120680965.htm,"Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","6,85 tỷ","201,47 triệu/m²",5 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",,,,34 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/120680946.htm,"Phố Đào Tấn, Phường Cống Vị, Quận Ba Đình, Hà Nội","7,4 tỷ","211,43 triệu/m²",3 phòng,4 phòng,5,Đã có sổ,"Nhà ngõ, hẻm",,,35 m²,35 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/120680907.htm,"Phố Nguyên Hồng, Phường Thành Công, Quận Ba Đình, Hà Nội","4,28 tỷ","47,56 triệu/m²",3 phòng,2 phòng,,Đã có sổ,"Nhà ngõ, hẻm",5 m,18 m,90 m²,90 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120629626.htm,"Phố Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","3,5 tỷ",140 triệu/m²,3 phòng,3 phòng,5,Đã có sổ,"Nhà ngõ, hẻm",,,,25 m²,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120680888.htm,"Phố Đồng Nhân, Phường Đồng Nhân, Quận Hai Bà Trưng, Hà Nội","4,75 tỷ","182,69 triệu/m²",2 phòng,3 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",,,,26 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/119745291.htm,"Phố Trần Đại Nghĩa, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",15 tỷ,300 triệu/m²,4 phòng,4 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",,,200 m²,50 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120321595.htm#px=SR-special_display_ad-[PO-16][PL-default],"Đường Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội","10,3 tỷ","228,89 triệu/m²",3 phòng,,4,Đã có sổ,"Nhà mặt phố, mặt tiền",5 m,9 m,45 m²,45 m²,Tây Bắc,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120680817.htm,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","5,5 tỷ","122,22 triệu/m²",4 phòng,3 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",,,,45 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120680814.htm,"Phố Trung Kính, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",9 tỷ,"219,51 triệu/m²",9 phòng,4 phòng,5,Đã có sổ,"Nhà mặt phố, mặt tiền",3.5 m,,41 m²,41 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/120680631.htm,"Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội","8,65 tỷ","188,04 triệu/m²",4 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",,,,46 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/119766659.htm#px=SR-special_display_ad-[PO-20][PL-default],"Phố Nguyễn Chính, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",14 tỷ,280 triệu/m²,4 phòng,5 phòng,5,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,50 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/120680601.htm,"Phố Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","6,2 tỷ","193,75 triệu/m²",4 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",,,160 m²,32 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-huyen-gia-lam-ha-noi/119941121.htm,"Đường Trâu Quỳ, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","5,1 tỷ","91,07 triệu/m²",1 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",4 m,14 m,56 m²,56 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-huyen-hoai-duc-ha-noi/120680550.htm,"Kim Chung , Xã Kim Chung, Huyện Hoài Đức, Hà Nội","8,6 tỷ","191,11 triệu/m²",7 phòng,6 phòng,6,Đã có sổ,"Nhà mặt phố, mặt tiền",,,45 m²,45 m²,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/117601887.htm,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","7,35 tỷ","113,08 triệu/m²",5 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,65 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/115625509.htm,"Chu Huy Mân, Phường Sài Đồng, Quận Long Biên, Hà Nội","8,15 tỷ","133,61 triệu/m²",6 phòng,,6,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,61 m²,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120629736.htm,"Phố Võ Thị Sáu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội","4,7 tỷ","111,90 triệu/m²",4 phòng,3 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",,,,42 m²,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/120673326.htm,"Phố Miêu Nha, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","5,58 tỷ","116,25 triệu/m²",4 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,48 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120579241.htm#px=SR-special_display_ad-[PO-8][PL-default],"Phố Đông Thiên, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội","6,1 tỷ","169,44 triệu/m²",5 phòng,3 phòng,4,Đã có sổ,"Nhà ngõ, hẻm",4.5 m,8 m,160 m²,36 m²,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/120549074.htm#px=SR-special_display_ad-[PO-9][PL-default],"Đường An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội","8,5 tỷ","212,50 triệu/m²",3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,40 m²,,
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120680418.htm,"Phố Hoa Bằng, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","7,45 tỷ",149 triệu/m²,2 phòng,2 phòng,4,Đã có sổ,"Nhà mặt phố, mặt tiền",,,55 m²,50 m²,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120605571.htm,"Đường Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","6,6 tỷ",150 triệu/m²,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,44 m²,,
