Link,Giá tổng,Giá/m²,Giấy tờ pháp lý,Loại hình đất,Chiều ngang,Chiều dài,Diện tích đất,Hướng cửa chính,Xã/Phường,Quận/Huyện
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120644787.htm,5.8,145.0,Đã có sổ,Đất thổ cư,,,40.0,,Mễ Trì,Nam Từ Liêm
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120644699.htm,4.5,83.33,Đã có sổ,Đất thổ cư,,,54.0,,Mỹ Đình 1,Nam Từ Liêm
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120644551.htm,90.0,7.5,Đã có sổ,Đất nền dự án,100.0,120.0,12000.0,,Ngọc Lâm,Long Biên
https://www.nhatot.com/mua-ban-dat-quan-hai-ba-trung-ha-noi/119140421.htm,265.0,661.67,Đã có sổ,Đất thổ cư,15.0,,400.5,,Phạm Đình Hổ,Hai Bà Trưng
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/120643919.htm,3.95,70.54,Đã có sổ,Đất thổ cư,,,56.0,,Yên Thường,Gia Lâm
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/120643865.htm,2.4,6.67,Đã có sổ,Đất thổ cư,,,360.0,,Tân Tiến,Chương Mỹ
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120265468.htm,28.5,114.0,Đã có sổ,Đất thổ cư,8.0,30.0,250.0,Đông Nam,Long Biên,Long Biên
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120643491.htm,6.2,124.0,Đã có sổ,Đất thổ cư,5.0,,50.0,Nam,Thượng Thanh,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120643204.htm,2.56,44.91,Đã có sổ,Đất thổ cư,4.0,14.0,57.0,Nam,Bắc Hồng,Đông Anh
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/119641213.htm,2.85,57.0,Đã có sổ,Đất thổ cư,3.1,16.8,50.0,Đông Nam,Giang Biên,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-soc-son-ha-noi/120514043.htm#px=SR-special_display_ad-[PO-13][PL-default],1.49,19.48,Đã có sổ,Đất thổ cư,6.0,12.0,76.5,,Minh Phú,Sóc Sơn
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/120642812.htm#px=SR-special_display_ad-[PO-14][PL-default],13.3,179.73,Đã có sổ,Đất thổ cư,4.5,,74.0,,Nghĩa Đô,Cầu Giấy
https://www.nhatot.com/mua-ban-dat-huyen-thach-that-ha-noi/120642784.htm,2.2,19.86,Đã có sổ,Đất thổ cư,4.76,23.0,110.8,Đông Nam,Bình Yên,Thạch Thất
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120642539.htm,8.0,160.0,Đã có sổ,Đất thổ cư,,,50.0,Đông Nam,La Khê,Hà Đông
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/120642227.htm,4.65,13.96,Đã có sổ,Đất nông nghiệp,,,333.0,,Đông La,Hoài Đức
https://www.nhatot.com/mua-ban-dat-huyen-soc-son-ha-noi/120641126.htm,1.725,15.0,Đã có sổ,Đất thổ cư,,,115.0,,Minh Trí,Sóc Sơn
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120641114.htm,8.3,178.84,Đã có sổ,Đất thổ cư,5.59,7.8,46.41,Đông Bắc,Quang Trung,Hà Đông
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120640273.htm,18.3,203.33,Đã có sổ,Đất nền dự án,6.0,15.0,90.0,Đông Nam,Phúc Lợi,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120639558.htm,4.05,66.72,Đã có sổ,Đất thổ cư,4.4,13.7,60.7,,Xuân Nộn,Đông Anh
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120639053.htm,6.3,126.0,Đã có sổ,Đất thổ cư,,,50.0,,Cổ Nhuế 1,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-dat-huyen-quoc-oai-ha-noi/120248759.htm,4.8,24.0,Đã có sổ,Đất thổ cư,,,200.0,,Sài Sơn,Quốc Oai
https://www.nhatot.com/mua-ban-dat-quan-thanh-xuan-ha-noi/120638195.htm,6.5,81.25,Giấy tờ viết tay,Đất thổ cư,,,80.0,,Khương Đình,Thanh Xuân
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120597371.htm#px=SR-special_display_ad-[PO-5][PL-default],14.6,146.0,Đã có sổ,Đất thổ cư,5.3,19.0,100.0,Đông Nam,Long Biên,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120637714.htm,3.233,48.98,Đã có sổ,Đất thổ cư,3.9,17.2,66.0,Tây Bắc,Vân Tảo,Thường Tín
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/118647392.htm,2.75,82.34,Đã có sổ,Đất thổ cư,3.6,9.28,33.4,Tây,Yên Nghĩa,Hà Đông
https://www.nhatot.com/mua-ban-dat-huyen-me-linh-ha-noi/120637624.htm,6.1,61.0,Đã có sổ,Đất thổ cư,5.0,20.0,100.0,Tây Bắc,Quang Minh,Mê Linh
https://www.nhatot.com/mua-ban-dat-huyen-my-duc-ha-noi/120282151.htm,1.5,8.2,Đã có sổ,Đất thổ cư,5.0,36.0,183.0,,Hợp Thanh,Mỹ Đức
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120637095.htm#px=SR-special_display_ad-[PO-10][PL-default],6.3,126.0,Đã có sổ,Đất thổ cư,10.0,5.0,50.0,,Cổ Nhuế 1,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/120637094.htm,5.55,102.78,Đã có sổ,Đất thổ cư,4.0,,54.0,,Thanh Trì,Hoàng Mai
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120636244.htm,6.5,65.0,Đã có sổ,Đất thổ cư,,,100.0,,Đồng Mai,Hà Đông
https://www.nhatot.com/mua-ban-dat-quan-ba-dinh-ha-noi/120342926.htm,10.5,154.41,Đã có sổ,Đất thổ cư,4.0,17.0,68.0,,Cống Vị,Ba Đình
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/120519458.htm,2.18,26.91,Đã có sổ,Đất thổ cư,,,81.0,,Trường Yên,Chương Mỹ
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/120635487.htm,2.35,30.13,Đã có sổ,Đất thổ cư,,,78.0,,Xuân Mai,Chương Mỹ
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/117415854.htm,4.5,81.82,Đã có sổ,Đất thổ cư,4.25,12.5,55.0,Đông Nam,Cự Khối,Long Biên
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120635196.htm,5.65,110.78,Đã có sổ,Đất thổ cư,,,51.0,,Phương Canh,Nam Từ Liêm
https://www.nhatot.com/mua-ban-dat-thi-xa-son-tay-ha-noi/120634703.htm,1.45,11.79,Đã có sổ,Đất thổ cư,5.0,20.0,123.0,,Xuân Sơn,Sơn Tây
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120634433.htm,14.28,172.05,Đã có sổ,Đất thổ cư,,,83.0,,Thường Tín,Thường Tín
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120634390.htm,4.5,91.84,Đã có sổ,Đất thổ cư,,,49.0,,Thượng Cát,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120196942.htm,4.1,72.31,Đã có sổ,Đất thổ cư,,,56.7,,Đông Anh,Đông Anh
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120110157.htm,10.0,188.68,Đã có sổ,Đất thổ cư,3.9,,53.0,,Dương Nội,Hà Đông
https://www.nhatot.com/mua-ban-dat-quan-dong-da-ha-noi/120633747.htm,12.9,198.46,Đã có sổ,Đất thổ cư,5.01,,65.0,Nam,Khương Thượng,Đống Đa
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120633695.htm,1.24,31.0,Đã có sổ,Đất thổ cư,6.0,7.0,40.0,,Thư Phú,Thường Tín
https://www.nhatot.com/mua-ban-dat-huyen-thach-that-ha-noi/120633551.htm,2.2,20.0,Đã có sổ,Đất nền dự án,4.8,22.9,110.0,Tây Bắc,Bình Yên,Thạch Thất
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120633491.htm,1.42,25.09,Đã có sổ,Đất thổ cư,5.0,11.0,56.6,,Thư Phú,Thường Tín
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120554352.htm,3.4,60.39,Đã có sổ,Đất thổ cư,4.5,12.5,56.3,,Yên Nghĩa,Hà Đông
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120633342.htm,5.8,145.0,Đã có sổ,Đất thổ cư,,,40.0,,Mễ Trì,Nam Từ Liêm
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120633290.htm,5.45,170.31,Đã có sổ,Đất thổ cư,4.2,8.0,32.0,,Mỹ Đình 1,Nam Từ Liêm
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120227902.htm,7.35,113.08,Đã có sổ,Đất thổ cư,4.8,,65.0,,Dương Nội,Hà Đông
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/120633277.htm,13.5,56.25,Đã có sổ,Đất thổ cư,,,240.0,,Yên Mỹ,Thanh Trì
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120633078.htm,4.5,81.82,Đang chờ sổ,Đất thổ cư,,,55.0,,Cầu Diễn,Nam Từ Liêm
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120632744.htm#px=SR-special_display_ad-[PO-13][PL-default],2.4,60.0,Đã có sổ,Đất thổ cư,,,40.0,,Dục Tú,Đông Anh
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120632696.htm,9.0,180.0,Đã có sổ,Đất thổ cư,,,50.0,,Yên Nghĩa,Hà Đông
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120632518.htm,4.0,49.88,Đã có sổ,Đất thổ cư,,,80.2,,Đồng Mai,Hà Đông
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120632390.htm,6.65,133.0,Đã có sổ,Đất thổ cư,4.0,12.0,50.0,Tây Bắc,Phú Lãm,Hà Đông
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120632386.htm,5.65,113.0,Đã có sổ,Đất thổ cư,,,50.0,,Phương Canh,Nam Từ Liêm
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/117545456.htm,6.7,104.69,Đã có sổ,Đất thổ cư,4.0,,64.0,,Biên Giang,Hà Đông
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120631818.htm,4.32,72.0,Đã có sổ,Đất thổ cư,5.7,5.5,60.0,,Nguyên Khê,Đông Anh
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120536822.htm,9.0,243.24,Đã có sổ,Đất thổ cư,,,37.0,,Phú Diễn,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/118708205.htm#px=SR-special_display_ad-[PO-1][PL-default],7.0,120.69,Đã có sổ,Đất thổ cư,4.68,12.4,58.0,,Thượng Thanh,Long Biên
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120249025.htm#px=SR-special_display_ad-[PO-2][PL-default],9.0,163.64,Đã có sổ,Đất thổ cư,3.5,15.7,55.0,,Ngọc Lâm,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120631290.htm,2.6,43.33,Đã có sổ,Đất thổ cư,4.43,,60.0,Nam,Vân Nội,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-phu-xuyen-ha-noi/120630963.htm,0.9,15.0,Đã có sổ,Đất thổ cư,4.0,15.0,60.0,,Bạch Hạ,Phú Xuyên
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120137694.htm,9.0,97.83,Đã có sổ,Đất thổ cư,18.0,5.0,92.0,,Tây Tựu,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/119530829.htm,7.0,112.9,Đã có sổ,Đất thổ cư,,,62.0,,Trung Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/120067285.htm,16.8,197.65,Đã có sổ,Đất thổ cư,,,85.0,,Dịch Vọng,Cầu Giấy
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/119626025.htm,29.0,175.76,Đã có sổ,Đất thổ cư,,,165.0,,Nghĩa Đô,Cầu Giấy
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/119616282.htm,7.9,146.3,Đã có sổ,Đất thổ cư,,,54.0,,Trung Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/117794552.htm,12.5,208.33,Đã có sổ,Đất thổ cư,,,60.0,,Trung Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/119616368.htm,12.2,128.42,Đã có sổ,Đất thổ cư,,,95.0,,Nghĩa Đô,Cầu Giấy
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/118101325.htm,23.0,255.56,Đã có sổ,Đất thổ cư,,,90.0,,Nghĩa Đô,Cầu Giấy
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/120067186.htm,17.0,207.32,Đã có sổ,Đất thổ cư,,,82.0,,Nghĩa Đô,Cầu Giấy
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120630724.htm,6.95,157.95,Đã có sổ,Đất thổ cư,,,44.0,,Giang Biên,Long Biên
https://www.nhatot.com/mua-ban-dat-quan-hai-ba-trung-ha-noi/117529200.htm,268.0,669.16,Đã có sổ,Đất thổ cư,15.0,,400.5,,Bạch Đằng,Hai Bà Trưng
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120630370.htm,4.5,128.57,Đã có sổ,Đất thổ cư,,,35.0,,Dương Nội,Hà Đông
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/118451225.htm,2.25,40.91,Sổ chung / công chứng vi bằng,Đất thổ cư,5.0,11.0,55.0,Đông Nam,Vĩnh Hưng,Hoàng Mai
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120567110.htm,5.9,71.95,Đã có sổ,Đất thổ cư,4.6,17.0,82.0,,Xuân Phương,Nam Từ Liêm
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120629951.htm,2.75,60.84,Đã có sổ,Đất thổ cư,4.43,10.2,45.2,Đông Bắc,Vân Nội,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/120629560.htm,5.7,103.64,Đã có sổ,Đất thổ cư,5.4,,55.0,,Ngũ Hiệp,Thanh Trì
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120629474.htm,1.3,8.33,Đã có sổ,Đất nông nghiệp,12.0,13.0,156.0,Đông Bắc,Bắc Hồng,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120628553.htm,1.42,30.47,Đã có sổ,Đất thổ cư,4.0,11.0,46.6,,Chương Dương,Thường Tín
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120628415.htm,0.124,3.1,Đã có sổ,Đất thổ cư,5.5,7.0,40.0,,Thư Phú,Thường Tín
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/120628342.htm,12.5,127.29,Đã có sổ,Đất thổ cư,7.0,14.0,98.2,Tây Bắc,Thịnh Liệt,Hoàng Mai
https://www.nhatot.com/mua-ban-dat-huyen-soc-son-ha-noi/120628315.htm,2.2,35.31,Đã có sổ,Đất thổ cư,4.0,15.6,62.3,,Quang Tiến,Sóc Sơn
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/120349062.htm,11.0,98.21,Đã có sổ,Đất thổ cư,,,112.0,,Lại Yên,Hoài Đức
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/120628259.htm,3.1,82.01,Đã có sổ,Đất thổ cư,6.3,,37.8,,Liên Ninh,Thanh Trì
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/120038095.htm,16.8,146.09,Đã có sổ,Đất thổ cư,12.0,10.0,115.0,,Di Trạch,Hoài Đức
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/117955303.htm,12.0,109.09,Đã có sổ,Đất thổ cư,9.0,12.0,110.0,,Di Trạch,Hoài Đức
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/119056175.htm,12.8,130.61,Đã có sổ,Đất thổ cư,8.0,12.0,98.0,,Di Trạch,Hoài Đức
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/117458280.htm,15.5,138.39,Đã có sổ,Đất thổ cư,10.0,12.0,112.0,,Di Trạch,Hoài Đức
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120248564.htm#px=SR-special_display_ad-[PO-12][PL-default],6.0,75.0,Đã có sổ,Đất thổ cư,4.0,20.0,80.0,,Giang Biên,Long Biên
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120248859.htm#px=SR-special_display_ad-[PO-13][PL-default],12.0,116.96,Đã có sổ,Đất thổ cư,4.0,26.5,102.6,,Bồ Đề,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/118762237.htm,3.0,63.83,Đã có sổ,Đất thổ cư,3.9,12.0,47.0,Nam,Hải Bối,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120325316.htm,7.15,72.96,Đã có sổ,Đất thổ cư,5.5,19.0,98.0,Bắc,Vân Tảo,Thường Tín
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120093115.htm,8.15,83.16,Đã có sổ,Đất thổ cư,5.0,20.0,98.0,Nam,Ninh Sở,Thường Tín
https://www.nhatot.com/mua-ban-dat-huyen-my-duc-ha-noi/120501246.htm,0.888888,9.88,Đã có sổ,Đất thổ cư,6.5,16.0,90.0,Đông Nam,Tuy Lai,Mỹ Đức
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120626240.htm,9.5,118.75,Đã có sổ,Đất thổ cư,8.3,,80.0,,Việt Hưng,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-phu-xuyen-ha-noi/120625155.htm,1.6,20.25,Đã có sổ,Đất thổ cư,5.0,16.0,79.0,,Hồng Thái,Phú Xuyên
https://www.nhatot.com/mua-ban-dat-thi-xa-son-tay-ha-noi/120625002.htm,1.8,6.77,Đã có sổ,Đất thổ cư,10.0,26.0,266.0,Đông Bắc,Sơn Đông,Sơn Tây
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120624478.htm,12.6,210.0,Đã có sổ,Đất thổ cư,5.0,12.0,60.0,,Xuân Đỉnh,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-dat-quan-tay-ho-ha-noi/120458604.htm,5.3,149.72,Đã có sổ,Đất thổ cư,5.0,7.11,35.4,Nam,Phú Thượng,Tây Hồ
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120624210.htm,1.16,26.98,Đã có sổ,Đất thổ cư,5.0,9.0,43.0,,Chương Dương,Thường Tín
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120623497.htm,7.9,146.3,Đã có sổ,Đất thổ cư,3.8,14.0,54.0,Đông Bắc,Xuân Đỉnh,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-dat-quan-ba-dinh-ha-noi/120623433.htm,10.3,158.46,Đã có sổ,Đất thổ cư,,,65.0,,Cống Vị,Ba Đình
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120622431.htm,110.0,29.97,Đã có sổ,Đất thổ cư,42.0,72.0,3669.8,,Đông Anh,Đông Anh
https://www.nhatot.com/mua-ban-dat-quan-tay-ho-ha-noi/120622361.htm,6.85,190.28,Đã có sổ,Đất thổ cư,,,36.0,,Thụy Khuê,Tây Hồ
https://www.nhatot.com/mua-ban-dat-huyen-my-duc-ha-noi/119463444.htm,0.777,8.18,Đã có sổ,Đất thổ cư,,,95.0,,Hồng Sơn,Mỹ Đức
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120621082.htm,3.84,58.18,Đã có sổ,Đất thổ cư,4.0,16.0,66.0,,Nguyên Khê,Đông Anh
https://www.nhatot.com/mua-ban-dat-quan-thanh-xuan-ha-noi/120621031.htm,5.0,87.72,Đã có sổ,Đất thổ cư,4.8,,57.0,,Khương Đình,Thanh Xuân
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120620821.htm,3.045,70.0,Đã có sổ,Đất thổ cư,4.97,10.9,43.5,,Tiên Dương,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-dan-phuong-ha-noi/120620738.htm,1.72,43.0,Đã có sổ,Đất thổ cư,4.3,9.4,40.0,,Thượng Mỗ,Đan Phượng
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120620664.htm,1.85,43.02,Đã có sổ,Đất thổ cư,4.8,9.0,43.0,,Xuân Nộn,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-dan-phuong-ha-noi/120620657.htm,2.838,46.0,Đã có sổ,Đất thổ cư,4.6,13.6,61.7,Đông Nam,Thượng Mỗ,Đan Phượng
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120620478.htm,3.9,68.42,Đã có sổ,Đất thổ cư,7.0,8.0,57.0,Nam,Nam Hồng,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120620400.htm,5.4,84.38,Đã có sổ,Đất thổ cư,4.0,16.0,64.0,Nam,Nam Hồng,Đông Anh
https://www.nhatot.com/mua-ban-dat-thi-xa-son-tay-ha-noi/120619314.htm,6.88,4.3,Đã có sổ,Đất thổ cư,35.0,45.0,1600.0,,Xuân Sơn,Sơn Tây
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120619129.htm#px=SR-special_display_ad-[PO-18][PL-default],19.0,165.22,Đã có sổ,Đất thổ cư,,,115.0,,Mỹ Đình 1,Nam Từ Liêm
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/119666675.htm,4.3,47.78,Đã có sổ,Đất nền dự án,6.0,15.0,90.0,,Liên Hà,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120619003.htm,1.85,46.25,Đã có sổ,Đất thổ cư,5.2,8.0,40.0,,Bắc Hồng,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120618876.htm,2.8,60.22,Đã có sổ,Đất thổ cư,4.2,11.07,46.5,Đông Nam,Văn Bình,Thường Tín
https://www.nhatot.com/mua-ban-dat-huyen-my-duc-ha-noi/119905966.htm,1.4,20.0,Đã có sổ,Đất thổ cư,5.0,12.0,70.0,,Đồng Tâm,Mỹ Đức
https://www.nhatot.com/mua-ban-dat-quan-dong-da-ha-noi/120618167.htm,85.0,674.6,Đã có sổ,Đất thổ cư,8.5,15.0,126.0,,Cát Linh,Đống Đa
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/120617168.htm,1.49,23.28,Đã có sổ,Đất thổ cư,,,64.0,,Thủy Xuân Tiên,Chương Mỹ
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/120236770.htm#px=SR-special_display_ad-[PO-5][PL-default],3.999,45.44,Đã có sổ,Đất thổ cư,5.1,17.25,88.0,,Kim Lan,Gia Lâm
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/120237282.htm#px=SR-special_display_ad-[PO-6][PL-default],3.0,71.43,Đã có sổ,Đất thổ cư,4.2,10.0,42.0,,Đặng Xá,Gia Lâm
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120616886.htm#px=SR-special_display_ad-[PO-7][PL-default],4.85,69.48,Đã có sổ,Đất thổ cư,4.34,16.09,69.8,Tây Bắc,Nguyên Khê,Đông Anh
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120615749.htm,9.4,208.89,Đã có sổ,Đất thổ cư,3.3,14.0,45.0,,Kiến Hưng,Hà Đông
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120615492.htm,4.15,72.3,Đã có sổ,Đất thổ cư,5.0,11.5,57.4,Đông,Bắc Hồng,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-thach-that-ha-noi/120287819.htm,2.652,13.0,Đã có sổ,Đất thổ cư,12.0,17.0,204.0,,Kim Quan,Thạch Thất
https://www.nhatot.com/mua-ban-dat-huyen-quoc-oai-ha-noi/120615109.htm,3.9,21.67,Đã có sổ,Đất thổ cư,1020.0,17.0,180.0,Nam,Đông Xuân,Quốc Oai
https://www.nhatot.com/mua-ban-dat-huyen-phu-xuyen-ha-noi/120615016.htm,2.25,18.0,Đã có sổ,Đất thổ cư,5.0,25.0,125.0,,Văn Hoàng,Phú Xuyên
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120614941.htm,7.88,179.09,Đã có sổ,Đất thổ cư,3.6,,44.0,,Phúc Lợi,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120614327.htm,1.42,30.87,Đã có sổ,Đất thổ cư,4.0,11.0,46.0,,Chương Dương,Thường Tín
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120614277.htm,12.7,254.0,Đã có sổ,Đất thổ cư,,,50.0,,Phúc La,Hà Đông
https://www.nhatot.com/mua-ban-dat-huyen-soc-son-ha-noi/120614088.htm,2.3,20.91,Đã có sổ,Đất thổ cư,5.0,22.0,110.0,,Quang Tiến,Sóc Sơn
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120587859.htm,8.549,63.0,Đã có sổ,Đất thổ cư,5.5,22.0,135.7,Bắc,Uy Nỗ,Đông Anh
https://www.nhatot.com/mua-ban-dat-quan-dong-da-ha-noi/120613708.htm,5.7,126.67,Đã có sổ,Đất thổ cư,3.3,14.0,45.0,,Khâm Thiên,Đống Đa
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/120613310.htm#px=SR-special_display_ad-[PO-19][PL-default],5.0,90.91,Đã có sổ,Đất thổ cư,5.8,,55.0,,Hoàng Liệt,Hoàng Mai
https://www.nhatot.com/mua-ban-dat-huyen-thach-that-ha-noi/120027464.htm,1.25,20.49,Đã có sổ,Đất thổ cư,6.0,,61.0,,Lại Thượng,Thạch Thất
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120613013.htm,7.2,120.0,Đã có sổ,Đất thổ cư,4.5,,60.0,Đông Nam,Thạch Bàn,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120533099.htm,2.05,55.41,Đã có sổ,Đất thổ cư,4.0,,37.0,,Đông Anh,Đông Anh
