Link,Giá tổng,Giá/m²,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Giấy tờ pháp lý,Loại hình nhà ở,Chiều ngang,Chiều dài,Diện tích đất,Hướng cửa chính,Tình trạng nội thất,Xã/Phường,Quận/Huyện
https://www.nhatot.com/mua-ban-huyen-hoai-duc-ha-noi/120660843.htm,3.95,131.67,10,10,11,Đã có sổ,"Nhà mặt phố, mặt tiền",,,30.0,,Nội thất đầy đủ,Kim Chung,Hoài Đức
https://www.nhatot.com/mua-ban-quan-ha-dong-ha-noi/120660733.htm,18.9,210.0,6,6,4,Đã có sổ,Nhà phố liền kề,,,90.0,,Nội thất cao cấp,La Khê,Hà Đông
https://www.nhatot.com/mua-ban-quan-hai-ba-trung-ha-noi/120660698.htm#px=SR-special_display_ad-[PO-4][PL-default],7.9,219.44,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,36.0,,Nội thất cao cấp,Trống,Trống
https://www.nhatot.com/mua-ban-quan-long-bien-ha-noi/120660695.htm#px=SR-special_display_ad-[PO-5][PL-default],5.6,124.44,3,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,45.0,,Nội thất đầy đủ,Ngọc Thụy,Long Biên
https://www.nhatot.com/mua-ban-quan-bac-tu-liem-ha-noi/120660622.htm,6.0,171.43,3,3,5,Đã có sổ,"Nhà ngõ, hẻm",,,35.0,,Nội thất đầy đủ,Xuân Đỉnh,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-quan-hoang-mai-ha-noi/120660598.htm,4.6,191.67,3,4,5,Đã có sổ,"Nhà ngõ, hẻm",3.0,8.0,24.0,Bắc,Hoàn thiện cơ bản,Yên Sở,Hoàng Mai
https://www.nhatot.com/mua-ban-quan-ba-dinh-ha-noi/118634500.htm,7.2,163.64,6,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,44.0,Tây,Nội thất đầy đủ,Cống Vị,Ba Đình
https://www.nhatot.com/mua-ban-quan-bac-tu-liem-ha-noi/120660520.htm,9.2,296.77,5,5,5,Đã có sổ,"Nhà ngõ, hẻm",5.0,6.0,31.0,,Nội thất đầy đủ,Cổ Nhuế 2,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-quan-hoang-mai-ha-noi/120660439.htm,5.9,168.57,3,4,6,Đã có sổ,"Nhà ngõ, hẻm",,,35.0,,Nội thất đầy đủ,Hoàng Văn Thụ,Hoàng Mai
https://www.nhatot.com/mua-ban-quan-nam-tu-liem-ha-noi/120660429.htm,10.5,201.92,10,6,7,Đã có sổ,"Nhà ngõ, hẻm",6.0,8.5,52.0,,Nội thất cao cấp,Mỹ Đình 1,Nam Từ Liêm
https://www.nhatot.com/mua-ban-quan-thanh-xuan-ha-noi/119468585.htm,6.7,128.85,3,3,3,Đã có sổ,"Nhà ngõ, hẻm",,,52.0,,Nội thất đầy đủ,Phương Liệt,Thanh Xuân
https://www.nhatot.com/mua-ban-quan-thanh-xuan-ha-noi/120660376.htm#px=SR-special_display_ad-[PO-13][PL-default],12.9,258.0,8,5,6,Đã có sổ,"Nhà ngõ, hẻm",,,50.0,,Nội thất cao cấp,Khương Mai,Thanh Xuân
https://www.nhatot.com/mua-ban-quan-hoang-mai-ha-noi/116920305.htm,16.5,189.66,2,2,2,Đã có sổ,"Nhà mặt phố, mặt tiền",6.0,16.0,87.0,,Bàn giao thô,Giáp Bát,Hoàng Mai
https://www.nhatot.com/mua-ban-quan-tay-ho-ha-noi/120660280.htm#px=SR-special_display_ad-[PO-15][PL-default],5.2,260.0,3,3,4,Đã có sổ,"Nhà ngõ, hẻm",3.7,6.0,20.0,,Nội thất cao cấp,Thụy Khuê,Tây Hồ
https://www.nhatot.com/mua-ban-quan-ha-dong-ha-noi/120583841.htm,4.45,139.06,2,1,2,Đã có sổ,"Nhà ngõ, hẻm",,,32.0,,Hoàn thiện cơ bản,Kiến Hưng,Hà Đông
https://www.nhatot.com/mua-ban-quan-tay-ho-ha-noi/120660163.htm,17.1,371.74,10,4,5,Đã có sổ,"Nhà mặt phố, mặt tiền",5.0,10.0,46.0,,Nội thất cao cấp,Nhật Tân,Tây Hồ
https://www.nhatot.com/mua-ban-quan-tay-ho-ha-noi/120660164.htm,2.2,55.0,3,2,2,Giấy tờ viết tay,"Nhà ngõ, hẻm",4.0,10.0,40.0,Tây Nam,Nội thất đầy đủ,Quảng An,Tây Hồ
https://www.nhatot.com/mua-ban-quan-long-bien-ha-noi/120659921.htm,8.6,186.96,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",6.0,,46.0,,Nội thất đầy đủ,Bồ Đề,Long Biên
https://www.nhatot.com/mua-ban-quan-hoang-mai-ha-noi/120659918.htm,2.3,115.0,2,2,4,Đã có sổ,"Nhà ngõ, hẻm",4.0,5.0,20.0,,Nội thất đầy đủ,Tương Mai,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120659918.htm,2.3,115.0,2,2,4,Đã có sổ,"Nhà ngõ, hẻm",4.0,5.0,20.0,,Nội thất đầy đủ,Tương Mai,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120184188.htm,13.5,281.25,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,48.0,,Nội thất cao cấp,Giáp Bát,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120659890.htm#px=SR-special_display_ad-[PO-3][PL-default],6.9,197.14,3,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,35.0,,Nội thất cao cấp,Yên Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120659877.htm,3.68,81.78,3,3,3,Sổ chung / công chứng vi bằng,"Nhà mặt phố, mặt tiền",4.0,,45.0,,Nội thất đầy đủ,Vĩnh Hưng,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/120659788.htm,6.5,185.71,3,3,5,Đã có sổ,"Nhà ngõ, hẻm",3.3,10.6,35.0,,Nội thất đầy đủ,Hà Cầu,Hà Đông
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/120659736.htm,11.2,248.89,3,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,45.0,,Nội thất cao cấp,Khương Đình,Thanh Xuân
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/112253002.htm,4.95,165.0,10,6,7,Đã có sổ,"Nhà ngõ, hẻm",4.0,7.5,30.0,,Nội thất đầy đủ,Bạch Mai,Hai Bà Trưng
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/120565815.htm,6.1,174.29,3,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,35.0,,Nội thất cao cấp,Thụy Khuê,Tây Hồ
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120659601.htm,9.9,230.23,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,43.0,,Nội thất cao cấp,Láng Hạ,Đống Đa
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120659597.htm#px=SR-special_display_ad-[PO-10][PL-default],5.0,166.67,3,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,30.0,,Nội thất đầy đủ,Minh Khai,Hai Bà Trưng
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120659549.htm,5.34,161.82,6,6,7,Đã có sổ,"Nhà ngõ, hẻm",,,33.0,,Nội thất đầy đủ,Thanh Trì,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120659473.htm,10.5,262.5,4,5,5,Đã có sổ,"Nhà mặt phố, mặt tiền",,,40.0,,Nội thất cao cấp,Ô Chợ Dừa,Đống Đa
https://www.nhatot.com/mua-ban-nha-dat-huyen-chuong-my-ha-noi/120659444.htm,3.3,66.0,4,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,50.0,,Hoàn thiện cơ bản,Phụng Châu,Chương Mỹ
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120659439.htm,6.49,127.25,3,3,3,Đã có sổ,"Nhà ngõ, hẻm",4.2,,51.0,Đông,Nội thất đầy đủ,Lĩnh Nam,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120607650.htm,9.5,190.0,4,5,6,Đã có sổ,"Nhà ngõ, hẻm",,,50.0,,Nội thất đầy đủ,Thạch Bàn,Long Biên
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/120659410.htm,6.5,203.12,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,32.0,,Nội thất cao cấp,Quang Trung,Hà Đông
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120659365.htm,5.3,165.62,3,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,32.0,,Nội thất đầy đủ,Lĩnh Nam,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120659336.htm,5.29,188.93,3,3,4,Đã có sổ,"Nhà ngõ, hẻm",3.0,8.0,28.0,,Nội thất đầy đủ,Mai Động,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-huyen-hoai-duc-ha-noi/120659292.htm,4.85,101.04,8,6,5,Đã có sổ,"Nhà ngõ, hẻm",4.0,12.0,48.0,Đông Bắc,Nội thất đầy đủ,Vân Canh,Hoài Đức
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120659278.htm,6.5,162.5,3,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,40.0,,Nội thất cao cấp,Văn Chương,Đống Đa
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120659238.htm,28.5,335.29,10,10,11,Đã có sổ,"Nhà mặt phố, mặt tiền",4.5,,85.0,,Nội thất cao cấp,Láng Thượng,Đống Đa
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120659211.htm,8.29,236.86,3,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,35.0,,Nội thất cao cấp,Yên Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/120659191.htm,3.85,113.24,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,34.0,,Nội thất đầy đủ,Mộ Lao,Hà Đông
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120659183.htm,4.7,151.61,3,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,31.0,,Nội thất đầy đủ,Thanh Trì,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/120659175.htm,4.2,131.25,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,32.0,,Nội thất đầy đủ,Văn Quán,Hà Đông
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120659151.htm,7.2,167.44,4,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,43.0,,Nội thất đầy đủ,Hoàng Văn Thụ,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120484552.htm,6.8,133.33,3,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,51.0,,Nội thất đầy đủ,Thanh Lương,Hai Bà Trưng
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120659084.htm,19.5,304.69,5,5,5,Đã có sổ,"Nhà ngõ, hẻm",4.0,,64.0,,Nội thất cao cấp,Trung Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120658935.htm,7.5,194.3,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,38.6,,Nội thất đầy đủ,Dịch Vọng Hậu,Cầu Giấy
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120658931.htm,16.6,263.49,4,4,7,Đã có sổ,"Nhà ngõ, hẻm",,,63.0,,Nội thất cao cấp,Bồ Đề,Long Biên
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120658908.htm#px=SR-special_display_ad-[PO-11][PL-default],17.5,218.75,5,4,6,Đã có sổ,"Nhà mặt phố, mặt tiền",,,80.0,,Nội thất cao cấp,Thạch Bàn,Long Biên
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/120658892.htm,3.2,139.13,2,2,3,Đã có sổ,"Nhà ngõ, hẻm",5.5,,23.0,,Nội thất đầy đủ,Vĩnh Phúc,Ba Đình
https://www.nhatot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/120658830.htm,4.5,150.0,3,3,5,Đã có sổ,"Nhà ngõ, hẻm",3.6,,30.0,,Nội thất đầy đủ,Tả Thanh Oai,Thanh Trì
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120507037.htm#px=SR-special_display_ad-[PO-14][PL-default],6.35,211.67,3,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,30.0,Đông,Nội thất cao cấp,Vĩnh Tuy,Hai Bà Trưng
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120658752.htm,14.0,280.0,8,5,6,Đã có sổ,"Nhà ngõ, hẻm",,,50.0,,Nội thất cao cấp,Trương Định,Hai Bà Trưng
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/120658706.htm,5.8,170.59,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,34.0,,Nội thất đầy đủ,Nhân Chính,Thanh Xuân
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120582178.htm,9.88,193.73,10,10,11,Đã có sổ,"Nhà ngõ, hẻm",,,51.0,,Nội thất đầy đủ,Thịnh Quang,Đống Đa
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/120186857.htm,8.5,229.73,4,5,6,Đã có sổ,Nhà phố liền kề,5.0,8.0,37.0,,Nội thất cao cấp,Thụy Khuê,Tây Hồ
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/118777482.htm,5.48,182.67,3,4,5,Đã có sổ,"Nhà ngõ, hẻm",4.0,,30.0,,Nội thất đầy đủ,Đồng Tâm,Hai Bà Trưng
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120383870.htm,37.0,493.33,6,4,5,Đã có sổ,Nhà phố liền kề,7.5,10.0,75.0,Nam,Bàn giao thô,Đại Kim,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/120438627.htm,7.05,180.77,5,5,6,Đã có sổ,"Nhà ngõ, hẻm",,,39.0,,Nội thất đầy đủ,Phương Canh,Nam Từ Liêm
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120479670.htm,12.9,230.36,10,10,11,Đã có sổ,"Nhà ngõ, hẻm",,,56.0,,Nội thất cao cấp,Giáp Bát,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120658640.htm,7.2,205.71,4,5,6,Đã có sổ,"Nhà ngõ, hẻm",,,35.0,,Nội thất cao cấp,Đàn,Đống Đa
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/120658607.htm,7.1,92.21,1,1,1,Đã có sổ,"Nhà ngõ, hẻm",,,77.0,,Nội thất đầy đủ,Thụy Phương,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120658572.htm,26.0,216.67,5,5,6,Đã có sổ,Nhà biệt thự,,,120.0,,Nội thất cao cấp,Giang Biên,Long Biên
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/120658551.htm,3.45,156.82,2,2,2,Đã có sổ,"Nhà ngõ, hẻm",4.0,5.0,22.0,,Nội thất đầy đủ,Cống Vị,Ba Đình
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/119844084.htm,8.4,200.0,4,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,42.0,Tây Nam,Nội thất cao cấp,Khương Mai,Thanh Xuân
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120658513.htm,6.2,167.57,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,37.0,,Nội thất đầy đủ,Đàn,Đống Đa
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/120177932.htm,12.0,200.0,5,6,5,Đã có sổ,"Nhà ngõ, hẻm",4.0,,60.0,,Nội thất cao cấp,Mỹ Đình 1,Nam Từ Liêm
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120658343.htm,20.5,341.67,6,6,5,Đã có sổ,"Nhà ngõ, hẻm",5.0,12.0,60.0,,Nội thất đầy đủ,Mai Dịch,Cầu Giấy
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120231026.htm,8.0,160.0,3,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,50.0,,Nội thất đầy đủ,Quỳnh Mai,Hai Bà Trưng
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120193187.htm,6.3,136.96,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,46.0,,Nội thất đầy đủ,Bạch Đằng,Hai Bà Trưng
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120192631.htm,6.0,157.89,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,38.0,,Nội thất đầy đủ,Đống Mác,Hai Bà Trưng
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120178253.htm,7.0,120.69,3,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,58.0,,Nội thất đầy đủ,Trương Định,Hai Bà Trưng
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/120658293.htm,11.5,176.92,4,3,4,Đã có sổ,"Nhà mặt phố, mặt tiền",,,65.0,,Nội thất cao cấp,Kiến Hưng,Hà Đông
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120658290.htm,8.2,205.0,6,5,5,Đã có sổ,"Nhà mặt phố, mặt tiền",,,40.0,Đông Nam,Nội thất cao cấp,Minh Khai,Hai Bà Trưng
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/119942346.htm,19.5,237.8,4,4,5,Đã có sổ,"Nhà mặt phố, mặt tiền",,,82.0,,Nội thất cao cấp,Giáp Bát,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120185013.htm,12.0,240.0,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,50.0,,Nội thất cao cấp,Giáp Bát,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120658177.htm,3.4,89.47,2,2,2,Đã có sổ,"Nhà ngõ, hẻm",4.0,,38.0,,Hoàn thiện cơ bản,Mai Động,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/120658160.htm,9.3,178.85,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,52.0,,Nội thất đầy đủ,Khương Đình,Thanh Xuân
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120658147.htm,5.49,91.5,4,4,3,Đã có sổ,"Nhà ngõ, hẻm",7.0,,60.0,,Nội thất đầy đủ,Vĩnh Hưng,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120658143.htm,1.5,50.0,2,2,2,Đang chờ sổ,"Nhà ngõ, hẻm",4.0,,30.0,,Hoàn thiện cơ bản,Lĩnh Nam,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/120407959.htm,4.6,164.29,3,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,28.0,,Nội thất đầy đủ,Thanh Xuân Nam,Thanh Xuân
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120480273.htm,13.9,231.67,10,10,11,Đã có sổ,"Nhà ngõ, hẻm",,,60.0,,Nội thất cao cấp,Giáp Bát,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/120658047.htm,1.95,42.39,2,2,3,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",,,46.0,,Hoàn thiện cơ bản,Phú Lãm,Hà Đông
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/119156037.htm,5.0,142.86,3,4,6,Đã có sổ,"Nhà ngõ, hẻm",4.0,9.0,35.0,Tây Nam,Nội thất đầy đủ,Cự Khối,Long Biên
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/120658011.htm,7.28,208.0,5,5,6,Đã có sổ,"Nhà ngõ, hẻm",,,35.0,,Nội thất cao cấp,Khương Đình,Thanh Xuân
https://www.nhatot.com/mua-ban-nha-dat-huyen-dong-anh-ha-noi/120657997.htm,7.86,87.33,3,2,4,Đã có sổ,"Nhà mặt phố, mặt tiền",,,90.0,,Hoàn thiện cơ bản,Mai Lâm,Đông Anh
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/119851031.htm,11.8,168.57,10,10,6,Đã có sổ,"Nhà ngõ, hẻm",4.5,,70.0,,Nội thất cao cấp,Yên Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120657950.htm,2.65,110.42,1,1,2,Đã có sổ,"Nhà ngõ, hẻm",,,24.0,,Nội thất đầy đủ,Phương Mai,Đống Đa
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120579520.htm,15.0,272.73,5,5,6,Đã có sổ,"Nhà ngõ, hẻm",4.0,,55.0,,Nội thất cao cấp,Nghĩa Đô,Cầu Giấy
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/120390993.htm,2.9,72.5,3,3,3,Đã có sổ,"Nhà ngõ, hẻm",,,40.0,,Nội thất đầy đủ,Yên Nghĩa,Hà Đông
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/120657847.htm,2.95,210.71,2,2,3,Đã có sổ,"Nhà ngõ, hẻm",,,14.0,,Nội thất cao cấp,Vạn Phúc,Hà Đông
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/120657837.htm,14.5,308.51,4,3,5,Đã có sổ,"Nhà mặt phố, mặt tiền",,,47.0,,Nội thất đầy đủ,Cổ Nhuế 1,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120657802.htm,7.6,185.37,4,5,4,Đã có sổ,"Nhà mặt phố, mặt tiền",4.5,10.0,41.0,,Nội thất đầy đủ,Giáp Bát,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120657788.htm,4.2,140.0,4,4,4,Đã có sổ,"Nhà ngõ, hẻm",3.0,,30.0,,Nội thất đầy đủ,Lĩnh Nam,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/119635329.htm,2.8,70.0,3,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,40.0,,Hoàn thiện cơ bản,Yên Nghĩa,Hà Đông
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/120632960.htm,4.0,125.0,4,4,4,Đã có sổ,"Nhà ngõ, hẻm",3.0,10.8,32.0,,Nội thất đầy đủ,Yên Nghĩa,Hà Đông
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/120657705.htm,8.7,207.14,4,5,6,Đã có sổ,"Nhà ngõ, hẻm",4.5,9.0,42.0,,Nội thất đầy đủ,Nhật Tân,Tây Hồ
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/120657659.htm,9.0,200.0,4,4,7,Đã có sổ,"Nhà ngõ, hẻm",5.5,9.0,45.0,,Hoàn thiện cơ bản,Xuân La,Tây Hồ
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/120657594.htm,6.8,178.95,5,3,6,Đã có sổ,"Nhà ngõ, hẻm",,,38.0,,Nội thất đầy đủ,Kim Giang,Thanh Xuân
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/120657584.htm,33.0,702.13,7,7,8,Đã có sổ,"Nhà mặt phố, mặt tiền",,,47.0,,Nội thất cao cấp,Liễu Giai,Ba Đình
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120657553.htm,14.9,372.5,3,5,6,Đã có sổ,"Nhà ngõ, hẻm",5.0,,40.0,,Nội thất cao cấp,Quan Hoa,Cầu Giấy
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/120657552.htm,7.5,166.67,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,45.0,,Nội thất đầy đủ,Khương Đình,Thanh Xuân
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120266744.htm,6.5,166.67,4,5,6,Đã có sổ,"Nhà ngõ, hẻm",,,39.0,,Nội thất đầy đủ,Thạch Bàn,Long Biên
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120619690.htm,6.9,230.0,3,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,30.0,,Nội thất cao cấp,Nghĩa Đô,Cầu Giấy
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120657526.htm,4.48,114.87,3,3,5,Đã có sổ,"Nhà ngõ, hẻm",3.0,,39.0,,Nội thất đầy đủ,Lĩnh Nam,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/119446271.htm,5.46,170.62,3,4,5,Đã có sổ,"Nhà ngõ, hẻm",4.1,7.8,32.0,,Nội thất cao cấp,Bạch Mai,Hai Bà Trưng
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120657484.htm,6.5,154.76,3,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,42.0,,Nội thất đầy đủ,Yên Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120657479.htm,7.95,220.83,3,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,36.0,,Nội thất cao cấp,Trung Liệt,Đống Đa
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/120603635.htm,5.2,173.33,2,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,30.0,,Nội thất đầy đủ,Ngọc Hà,Ba Đình
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/120657445.htm,10.7,254.76,4,4,4,Đã có sổ,"Nhà ngõ, hẻm",3.9,10.8,42.0,,Nội thất cao cấp,Hà Cầu,Hà Đông
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/119293316.htm,11.0,183.33,10,10,7,Đã có sổ,"Nhà ngõ, hẻm",6.0,,60.0,,Nội thất đầy đủ,Dịch Vọng,Cầu Giấy
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/120657370.htm,14.85,256.03,4,4,4,Đã có sổ,"Nhà mặt phố, mặt tiền",,,58.0,,Nội thất đầy đủ,Kiến Hưng,Hà Đông
