Link,Giá tổng,Giá/m²,Số phòng ngủ,Số phòng vệ sinh,Giấy tờ pháp lý,Loại hình căn hộ,Diện tích,Hướng cửa chính,Hướng ban công,Tình trạng nội thất,Xã/Phường,Quận/Huyện
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120606143.htm,6.95,69.5,3,3,Đang chờ sổ,Chung cư,100.0,,,Nội thất cao cấp,Hoàng Văn Thụ,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/119377265.htm,2.2,46.81,1,1,Sổ hồng riêng,Chung cư,47.0,,,Nội thất cao cấp,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120605852.htm,1.38,36.32,1,1,Hợp đồng mua bán,Chung cư,38.0,,,Nội thất đầy đủ,Khương Trung,Thanh Xuân
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120605734.htm,0.99,17.68,2,1,Sổ hồng riêng,Chung cư,56.0,,,Nội thất đầy đủ,Phương Liệt,Thanh Xuân
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120605697.htm#px=SR-special_display_ad-[PO-2][PL-default],4.4,41.9,3,2,Sổ hồng riêng,Chung cư,105.0,,,Hoàn thiện cơ bản,Hạ Đình,Thanh Xuân
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120605592.htm,1.92,36.92,2,1,Hợp đồng mua bán,Chung cư mini,52.0,,,Nội thất đầy đủ,Nhân Chính,Thanh Xuân
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/115750636.htm,3.0,42.86,2,2,Sổ hồng riêng,Chung cư,70.0,,,Nội thất cao cấp,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/120605440.htm,3.48,40.47,3,2,Sổ hồng riêng,Tập thể,86.0,,,Hoàn thiện cơ bản,Nam Đồng,Đống Đa
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/116757414.htm,8.5,86.73,3,2,Sổ hồng riêng,Chung cư,98.0,Đông Nam,Đông Bắc,Nội thất cao cấp,Vĩnh Tuy,Hai Bà Trưng
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120605347.htm,3.8,58.46,1,1,Sổ hồng riêng,Chung cư,65.0,Tây Nam,Đông Bắc,Hoàn thiện cơ bản,Tây Mỗ,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120605010.htm,1.99,38.27,2,1,Sổ hồng riêng,Chung cư mini,52.0,,,Nội thất đầy đủ,Phương Liệt,Thanh Xuân
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/120604880.htm#px=SR-special_display_ad-[PO-9][PL-default],2.69,44.83,2,2,Sổ hồng riêng,Chung cư,60.0,,,Nội thất đầy đủ,Yên Nghĩa,Hà Đông
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/119675244.htm,1.65,53.23,1,1,Sổ hồng riêng,Chung cư,31.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/119509263.htm,3.4,42.5,3,2,Sổ hồng riêng,Chung cư,80.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120427751.htm,3.0,39.47,3,2,Hợp đồng mua bán,Chung cư,76.0,Tây,Đông,Nội thất cao cấp,Hoàng Liệt,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120604141.htm,2.4,48.0,2,2,Sổ hồng riêng,Tập thể,50.0,,,Nội thất đầy đủ,Đống Mác,Hai Bà Trưng
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/120604084.htm,2.068,38.3,2,2,Đang chờ sổ,Chung cư mini,54.0,,,Nội thất đầy đủ,Láng Thượng,Đống Đa
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/120603572.htm,7.35,56.54,3,2,Sổ hồng riêng,Chung cư,130.0,,,Nội thất đầy đủ,Phú Thượng,Tây Hồ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120603200.htm,2.48,51.67,2,2,Sổ hồng riêng,Tập thể,48.0,,,Nội thất đầy đủ,Đồng Nhân,Hai Bà Trưng
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120603115.htm,2.45,49.0,2,2,Sổ hồng riêng,Tập thể,50.0,,,Nội thất cao cấp,Đồng Nhân,Hai Bà Trưng
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120603049.htm,4.76,51.18,3,2,Sổ hồng riêng,Chung cư,93.0,,,Nội thất đầy đủ,Mỹ Đình 2,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120602999.htm,6.15,58.57,3,2,Sổ hồng riêng,Chung cư,105.0,,,Nội thất đầy đủ,Mỹ Đình 2,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120602928.htm,5.5,64.71,3,3,Sổ hồng riêng,Chung cư,85.0,,,Nội thất đầy đủ,Mỹ Đình 2,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120601580.htm,6.18,53.74,3,2,Sổ hồng riêng,Chung cư,115.0,Tây,Đông Bắc,Nội thất cao cấp,Đại Kim,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120601468.htm,4.38,54.75,3,2,Sổ hồng riêng,Chung cư,80.0,,Nam,Hoàn thiện cơ bản,Yên Sở,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120601315.htm,2.9,40.28,2,2,Hợp đồng mua bán,Chung cư,72.0,,,Hoàn thiện cơ bản,Hoàng Liệt,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-thanh-tri-ha-noi/120601236.htm,5.48,43.84,3,2,Sổ hồng riêng,Chung cư,125.0,,,Nội thất đầy đủ,Tứ Hiệp,Thanh Trì
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120601004.htm,6.18,51.5,3,2,Sổ hồng riêng,Chung cư,120.0,,,Nội thất cao cấp,Hoàng Liệt,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/120600997.htm,1.28,37.65,1,1,Hợp đồng mua bán,Chung cư mini,34.0,,,Hoàn thiện cơ bản,Xuân La,Tây Hồ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120600944.htm,2.97,53.04,2,2,Sổ hồng riêng,Chung cư,56.0,,,Nội thất đầy đủ,Đại Kim,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/120600926.htm,6.9,34.5,5,3,Sổ hồng riêng,Tập thể,200.0,,,Nội thất đầy đủ,Láng Hạ,Đống Đa
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120600796.htm,6.15,55.91,3,2,Sổ hồng riêng,Chung cư,110.0,,,Nội thất đầy đủ,Thanh Xuân Trung,Thanh Xuân
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/118971042.htm,2.15,45.74,1,1,Sổ hồng riêng,Chung cư,47.0,,,Nội thất đầy đủ,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/118682099.htm,2.85,41.91,2,2,Sổ hồng riêng,Chung cư,68.0,,,Nội thất đầy đủ,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/114595979.htm,2.55,42.5,2,1,Sổ hồng riêng,Chung cư,60.0,,,Nội thất cao cấp,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/117095061.htm,2.05,43.62,1,1,Sổ hồng riêng,Chung cư,47.0,,,Nội thất cao cấp,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120600638.htm,6.48,70.43,3,2,Sổ hồng riêng,Chung cư,92.0,Đông Bắc,Tây Nam,Nội thất cao cấp,Nhân Chính,Thanh Xuân
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120600515.htm,4.76,51.18,3,3,Sổ hồng riêng,Chung cư,93.0,,,Nội thất cao cấp,Mỹ Đình 2,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/120597325.htm,10.0,55.19,2,2,Sổ hồng riêng,Chung cư,181.2,Đông Nam,Đông Nam,Nội thất đầy đủ,Vạn Phúc,Hà Đông
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120600266.htm,2.48,51.67,2,1,Sổ hồng riêng,Tập thể,48.0,,,Nội thất đầy đủ,Phạm Đình Hổ,Hai Bà Trưng
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120600154.htm,2.7,48.21,2,2,Hợp đồng mua bán,Chung cư,56.0,,,Nội thất đầy đủ,Hoàng Liệt,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120599986.htm,4.8,58.54,3,2,Sổ hồng riêng,Chung cư,82.0,Đông Nam,Tây Bắc,Nội thất đầy đủ,Mỹ Đình 1,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/120599905.htm,4.5,64.29,2,2,Sổ hồng riêng,Chung cư,70.0,,Đông Nam,Nội thất cao cấp,Cổ Nhuế 1,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/120599661.htm,4.55,55.49,3,2,Sổ hồng riêng,Chung cư,82.0,,,Nội thất đầy đủ,Ngọc Lâm,Long Biên
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/120598997.htm,4.4,55.0,2,1,Sổ hồng riêng,Tập thể,80.0,,,Nội thất đầy đủ,Phương Mai,Đống Đa
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/120598570.htm,10.3,194.34,10,10,Sổ hồng riêng,Chung cư mini,53.0,,,Nội thất cao cấp,Phú Diễn,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120598106.htm,2.35,42.73,2,2,Sổ hồng riêng,Tập thể,55.0,,,Hoàn thiện cơ bản,Quỳnh Mai,Hai Bà Trưng
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120597939.htm,9.05,64.64,3,2,Sổ hồng riêng,Chung cư,140.0,,,Nội thất cao cấp,Trung Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120597852.htm,9.1,171.7,7,6,Sổ hồng riêng,Chung cư mini,53.0,,,Nội thất đầy đủ,Mai Dịch,Cầu Giấy
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120597849.htm,6.5,69.15,3,2,Sổ hồng riêng,Chung cư,94.0,,,Nội thất cao cấp,Yên Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120597798.htm,5.1,53.12,3,2,Sổ hồng riêng,Chung cư,96.0,,,Nội thất đầy đủ,Yên Sở,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120597546.htm,6.6,71.74,2,2,Sổ hồng riêng,Chung cư,92.0,,,Nội thất cao cấp,Yên Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120597405.htm,5.45,68.12,3,2,Sổ hồng riêng,Chung cư,80.0,,,Nội thất cao cấp,Yên Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/118891521.htm,1.98,36.0,2,1,Hợp đồng mua bán,Chung cư,55.0,,,Nội thất đầy đủ,Bưởi,Tây Hồ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120597360.htm#px=SR-special_display_ad-[PO-15][PL-default],11.8,256.52,10,6,Sổ hồng riêng,Chung cư mini,46.0,Đông Bắc,Đông Nam,Nội thất cao cấp,Khương Mai,Thanh Xuân
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120597346.htm,3.55,64.55,2,2,Sổ hồng riêng,Chung cư,55.0,,,Nội thất cao cấp,Yên Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120597278.htm,4.65,66.43,2,2,Sổ hồng riêng,Chung cư,70.0,,,Nội thất cao cấp,Trung Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120596120.htm,2.65,56.38,2,1,Sổ hồng riêng,Chung cư,47.0,,,Nội thất đầy đủ,Đại Kim,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120595991.htm#px=SR-special_display_ad-[PO-19][PL-default],3.05,70.93,1,1,Hợp đồng mua bán,Chung cư,43.0,Đông Nam,,Nội thất đầy đủ,Tây Mỗ,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120595918.htm,3.1,59.62,2,2,Sổ hồng riêng,Chung cư,52.0,,,Nội thất đầy đủ,Yên Sở,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/119492384.htm,21.4,237.78,10,6,Sổ hồng riêng,Chung cư mini,90.0,,,Nội thất đầy đủ,Dịch Vọng,Cầu Giấy
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/119885501.htm,15.4,256.67,10,6,Sổ hồng riêng,Chung cư mini,60.0,,,Nội thất cao cấp,Khương Đình,Thanh Xuân
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120595681.htm,14.6,205.63,10,6,Sổ hồng riêng,Chung cư mini,71.0,,,Nội thất đầy đủ,Khương Mai,Thanh Xuân
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120595621.htm,0.12,4.0,2,1,Hợp đồng mua bán,Chung cư mini,30.0,,,Nội thất cao cấp,Mễ Trì,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120188618.htm,3.5,50.0,2,2,Sổ hồng riêng,Tập thể,70.0,,,Nội thất đầy đủ,Bạch Mai,Hai Bà Trưng
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120595430.htm,3.85,32.08,3,3,Sổ hồng riêng,Tập thể,120.0,,,Hoàn thiện cơ bản,Đồng Tâm,Hai Bà Trưng
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/119995426.htm#px=SR-special_display_ad-[PO-7][PL-default],2.82,47.0,2,2,Sổ hồng riêng,Chung cư,60.0,,,Nội thất đầy đủ,Đại Kim,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120594729.htm,2.45,44.55,2,1,Sổ hồng riêng,Tập thể,55.0,,,Nội thất đầy đủ,Hạ Đình,Thanh Xuân
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120594722.htm,3.6,45.0,3,2,Sổ hồng riêng,Chung cư,80.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120594620.htm,9.5,73.08,3,3,Sổ hồng riêng,Chung cư,130.0,,,Nội thất cao cấp,Thanh Xuân Trung,Thanh Xuân
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120594497.htm,2.6,43.33,2,1,Sổ hồng riêng,Chung cư,60.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120206421.htm,4.39,59.32,3,2,Sổ hồng riêng,Chung cư,74.0,,,Nội thất cao cấp,Trung Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120593654.htm,4.0,62.5,2,2,Sổ hồng riêng,Chung cư,64.0,,,Nội thất cao cấp,Tây Mỗ,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120442671.htm,0.72,32.73,1,1,Hợp đồng mua bán,Tập thể,22.0,,Nam,Nội thất đầy đủ,Quỳnh Mai,Hai Bà Trưng
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120592995.htm,5.1,53.12,3,2,Sổ hồng riêng,Chung cư,96.0,,,Nội thất đầy đủ,Yên Sở,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120592918.htm,6.85,71.88,3,3,Sổ hồng riêng,Chung cư,95.3,Đông Nam,Tây Nam,Nội thất đầy đủ,Mỹ Đình 2,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120592814.htm,1.65,53.23,1,1,Sổ hồng riêng,Chung cư,31.0,,,Nội thất đầy đủ,Kiêu Kỵ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/120592792.htm,5.8,60.76,2,2,Sổ hồng riêng,Chung cư,95.45,Đông Bắc,Tây Nam,Hoàn thiện cơ bản,Mộ Lao,Hà Đông
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-thanh-tri-ha-noi/120592771.htm,1.99,33.17,2,2,Hợp đồng mua bán,Chung cư,60.0,,,Hoàn thiện cơ bản,Tả Thanh Oai,Thanh Trì
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120592293.htm,3.72,62.0,2,2,Hợp đồng mua bán,Chung cư,60.0,,,Nội thất đầy đủ,Tây Mỗ,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120592262.htm,11.5,230.0,10,6,Sổ hồng riêng,Chung cư mini,50.0,,,Nội thất cao cấp,Hoàng Văn Thụ,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120592224.htm,8.0,86.0,3,3,Hợp đồng mua bán,Chung cư,93.13,Đông Nam,,Hoàn thiện cơ bản,Thanh Xuân Trung,Thanh Xuân
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120591881.htm,2.48,62.0,2,2,Sổ hồng riêng,Tập thể,40.0,,,Nội thất đầy đủ,Đồng Nhân,Hai Bà Trưng
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120591446.htm,16.9,238.03,10,10,Sổ hồng riêng,Chung cư mini,71.0,,,Nội thất cao cấp,Mỹ Đình 1,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120591417.htm,2.95,43.38,2,2,Sổ hồng riêng,Chung cư,68.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-hoai-duc-ha-noi/119677455.htm#px=SR-special_display_ad-[PO-13][PL-default],2.8,40.0,2,2,Sổ hồng riêng,Chung cư,70.0,,,Nội thất đầy đủ,Trạm Trôi,Hoài Đức
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-hoai-duc-ha-noi/119512703.htm#px=SR-special_display_ad-[PO-14][PL-default],2.9,41.43,2,2,Sổ hồng riêng,Chung cư,70.0,,,Nội thất cao cấp,An Khánh,Hoài Đức
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/119477945.htm#px=SR-special_display_ad-[PO-15][PL-default],3.4,37.78,3,2,Đang chờ sổ,Chung cư,90.0,,,Nội thất đầy đủ,Mễ Trì,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/119450653.htm#px=SR-special_display_ad-[PO-16][PL-default],5.0,92.59,1,1,Sổ hồng riêng,Chung cư,54.0,,,Nội thất cao cấp,Mỹ Đình 1,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/119450018.htm#px=SR-special_display_ad-[PO-17][PL-default],6.9,106.15,2,2,Sổ hồng riêng,Chung cư,65.0,,,Nội thất cao cấp,Mỹ Đình 1,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120591266.htm,2.6,43.33,2,2,Sổ hồng riêng,Chung cư,60.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120591260.htm,3.1,62.0,1,1,Sổ hồng riêng,Chung cư,50.0,,,Nội thất đầy đủ,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120591248.htm,2.28,41.99,2,2,Hợp đồng mua bán,Chung cư,54.3,Nam,Đông Bắc,Nội thất đầy đủ,Đại Kim,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120591066.htm,2.3,41.07,2,2,Hợp đồng mua bán,Chung cư,56.0,Tây Bắc,Đông Nam,Nội thất đầy đủ,Đại Kim,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120591000.htm,2.2,46.81,1,1,Sổ hồng riêng,Chung cư,47.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120590755.htm,3.79,58.31,2,2,Sổ hồng riêng,Tập thể,65.0,,,Nội thất đầy đủ,Bạch Đằng,Hai Bà Trưng
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120074411.htm,3.65,66.36,2,1,Sổ hồng riêng,Chung cư,55.0,,,Nội thất đầy đủ,Tây Mỗ,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/120315117.htm,4.5,45.0,3,2,Sổ hồng riêng,Chung cư,100.0,,,Nội thất đầy đủ,Phúc La,Hà Đông
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120590447.htm,0.96,17.78,2,1,Hợp đồng mua bán,Chung cư,54.0,,,Nội thất đầy đủ,Nhân Chính,Thanh Xuân
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/120551779.htm,1.65,33.0,2,1,Sổ hồng riêng,Chung cư,50.0,,,Nội thất cao cấp,Quang Trung,Đống Đa
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/120512513.htm,5.45,71.15,3,3,Sổ hồng riêng,Chung cư,76.6,,,Nội thất cao cấp,Phú Thượng,Tây Hồ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/120589088.htm#px=SR-special_display_ad-[PO-9][PL-default],2.55,34.0,2,1,Hợp đồng mua bán,Tập thể,75.0,,,Nội thất cao cấp,Xuân Đỉnh,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120589022.htm,4.6,95.83,1,1,Hợp đồng mua bán,Chung cư mini,48.0,,,Nội thất cao cấp,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/120588989.htm#px=SR-special_display_ad-[PO-11][PL-default],1.5,30.0,2,2,Sổ hồng riêng,Tập thể,50.0,,,Nội thất đầy đủ,Xuân Đỉnh,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/120588755.htm#px=SR-special_display_ad-[PO-12][PL-default],3.25,46.43,2,2,Sổ hồng riêng,Tập thể,70.0,,,Nội thất cao cấp,Láng Hạ,Đống Đa
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/120588486.htm,5.6,43.08,3,2,Sổ hồng riêng,Chung cư,130.0,,,Nội thất cao cấp,Đức Giang,Long Biên
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoan-kiem-ha-noi/120438260.htm,1.55,32.29,2,1,Đang chờ sổ,Tập thể,48.0,,,Nội thất đầy đủ,Phúc Tân,Hoàn Kiếm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/120513777.htm,3.8,54.29,2,2,Sổ hồng riêng,Chung cư,70.0,,,Nội thất đầy đủ,Thượng Thanh,Long Biên
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120587789.htm,2.65,49.07,2,2,Sổ hồng riêng,Chung cư,54.0,,,Nội thất đầy đủ,Đại Kim,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120587414.htm,8.2,59.85,3,3,Sổ hồng riêng,Chung cư,137.0,,,Nội thất đầy đủ,Thanh Xuân Trung,Thanh Xuân
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/120587116.htm,3.45,49.29,2,2,Sổ hồng riêng,Chung cư,70.0,,,Nội thất đầy đủ,Long Biên,Long Biên
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/120587032.htm,3.45,49.29,2,2,Sổ hồng riêng,Chung cư,70.0,,,Nội thất đầy đủ,Long Biên,Long Biên
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120586019.htm,5.29,70.53,3,2,Đang chờ sổ,Chung cư,75.0,Đông Nam,,Nội thất đầy đủ,Tây Mỗ,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120585967.htm#px=SR-special_display_ad-[PO-1][PL-default],3.8,59.38,2,2,Sổ hồng riêng,Chung cư,64.0,,Đông Bắc,Nội thất đầy đủ,Tây Mỗ,Nam Từ Liêm
